userProfile;evalProfile;alpha;hellinger
Slice All;Explorative;0.7;0.2627064065370723
Slice All;Explorative;0.8;0.2914302424405198
Slice All;Explorative;0.9;0.3434493790857873
Slice All;Slice and Drill;0.1;0.07075130873429046
Slice All;Slice and Drill;0.2;0.09288015856507909
Slice All;Slice and Drill;0.3;0.13774959865936773
Slice All;Slice and Drill;0.4;0.14310825434616406
Slice All;Slice and Drill;0.5;0.20351250650267397
Slice All;Slice and Drill;0.6;0.23630473554602954
Slice All;Slice and Drill;0.7;0.29395724103668747
Slice All;Slice and Drill;0.8;0.32970763093647715
Slice All;Slice and Drill;0.9;0.35658931238521047
Slice All;Goal Oriented;0.1;0.06618130487682997
Slice All;Goal Oriented;0.2;0.10009456106523436
Slice All;Goal Oriented;0.3;0.15187062629842746
Slice All;Goal Oriented;0.4;0.17232568252923475
Slice All;Goal Oriented;0.5;0.19450816949310956
Slice All;Goal Oriented;0.6;0.23999890681800942
Slice All;Goal Oriented;0.7;0.27918951215407656
Slice All;Goal Oriented;0.8;0.31100551481879857
Slice All;Goal Oriented;0.9;0.34990050215941026
Slice All;Slice All;0.1;0.05176063421828204
Slice All;Slice All;0.2;0.12442406117581474
Slice All;Slice All;0.3;0.11965770568785412
Slice All;Slice All;0.4;0.17460310856194516
Slice All;Slice All;0.5;0.2170317825121194
Slice All;Slice All;0.6;0.27800617616186046
Slice All;Slice All;0.7;0.2992634028236635
Slice All;Slice All;0.8;0.29279086915099695
Slice All;Slice All;0.9;0.3782216038519119
Explorative;Explorative;0.1;0.020578140833527308
Explorative;Explorative;0.2;0.03864955833919871
Explorative;Explorative;0.3;0.058535223817514
Explorative;Explorative;0.4;0.07418235723101681
Explorative;Explorative;0.5;0.08836757978871469
Explorative;Explorative;0.6;0.11923860796297392
Explorative;Explorative;0.7;0.14940082097568905
Explorative;Explorative;0.8;0.17427072797787613
Explorative;Explorative;0.9;0.20929945846403802
Explorative;Slice and Drill;0.1;0.021621725778615396
Explorative;Slice and Drill;0.2;0.036860155933752005
Explorative;Slice and Drill;0.3;0.05506643281794614
Explorative;Slice and Drill;0.4;0.07278238116909863
Explorative;Slice and Drill;0.5;0.09087648685015906
Explorative;Slice and Drill;0.6;0.11696567056962992
Explorative;Slice and Drill;0.7;0.14543943868415013
Explorative;Slice and Drill;0.8;0.17663333279142707
Explorative;Slice and Drill;0.9;0.2150371196860686
Explorative;Goal Oriented;0.1;0.021296299424550653
Explorative;Goal Oriented;0.2;0.034768605405508725
Explorative;Goal Oriented;0.3;0.05690947762483509
Explorative;Goal Oriented;0.4;0.07100608643353881
Explorative;Goal Oriented;0.5;0.0982383822466782
Explorative;Goal Oriented;0.6;0.11980320714562585
Explorative;Goal Oriented;0.7;0.14536826319372737
Explorative;Goal Oriented;0.8;0.17204071714974048
Explorative;Goal Oriented;0.9;0.19442950240036397
Explorative;Slice All;0.1;0.020467484282761954
Explorative;Slice All;0.2;0.03864955833919871
Explorative;Slice All;0.3;0.052003389528992666
Explorative;Slice All;0.4;0.07726862343349979
Explorative;Slice All;0.5;0.09803763680722082
Explorative;Slice All;0.6;0.11643450437455924
Explorative;Slice All;0.7;0.14456164627021373
Explorative;Slice All;0.8;0.1768422336460713
Explorative;Slice All;0.9;0.20856806312840423
Slice and Drill;Explorative;0.1;0.021187606653508106
Slice and Drill;Explorative;0.2;0.03949182095984042
Slice and Drill;Explorative;0.3;0.05848465813601305
Slice and Drill;Explorative;0.4;0.07742933990358396
Slice and Drill;Explorative;0.5;0.09855982572355866
Slice and Drill;Explorative;0.6;0.11417248301497956
Slice and Drill;Explorative;0.7;0.15702956914355493
Slice and Drill;Explorative;0.8;0.18084205386345217
Slice and Drill;Explorative;0.9;0.20749980910604712
Slice and Drill;Slice and Drill;0.1;0.020634964004943104
Slice and Drill;Slice and Drill;0.2;0.03802457852769885
Slice and Drill;Slice and Drill;0.3;0.057391684987004296
Slice and Drill;Slice and Drill;0.4;0.07857644014279283
Slice and Drill;Slice and Drill;0.5;0.1008931700875309
Slice and Drill;Slice and Drill;0.6;0.12343927898693345
Slice and Drill;Slice and Drill;0.7;0.148613718043036
Slice and Drill;Slice and Drill;0.8;0.18396677906520134
Slice and Drill;Slice and Drill;0.9;0.22550989504460106
Slice and Drill;Goal Oriented;0.1;0.020931247130351577
Slice and Drill;Goal Oriented;0.2;0.0380557408538166
Slice and Drill;Goal Oriented;0.3;0.054056051686950546
Slice and Drill;Goal Oriented;0.4;0.07293392016291955
Slice and Drill;Goal Oriented;0.5;0.09676920632786119
Slice and Drill;Goal Oriented;0.6;0.12083679538508277
Slice and Drill;Goal Oriented;0.7;0.153160498986967
Slice and Drill;Goal Oriented;0.8;0.18072130314246845
Slice and Drill;Goal Oriented;0.9;0.21748157367942766
Slice and Drill;Slice All;0.1;0.021053677139830643
Slice and Drill;Slice All;0.2;0.03851940360264101
Slice and Drill;Slice All;0.3;0.05635018367673946
Slice and Drill;Slice All;0.4;0.0799479618136101
Slice and Drill;Slice All;0.5;0.0996238334509283
Slice and Drill;Slice All;0.6;0.12567762435436214
Slice and Drill;Slice All;0.7;0.15324188455144153
Slice and Drill;Slice All;0.8;0.18690675355650302
Slice and Drill;Slice All;0.9;0.21182616203226612
Goal Oriented;Explorative;0.1;0.01714412756942602
Goal Oriented;Explorative;0.2;0.02804919393351163
Goal Oriented;Explorative;0.3;0.04307494055435014
Goal Oriented;Explorative;0.4;0.06187872804152716
Goal Oriented;Explorative;0.5;0.06920483549530448
Goal Oriented;Explorative;0.6;0.09666875985114762
Goal Oriented;Explorative;0.7;0.11688774104673327
Goal Oriented;Explorative;0.8;0.14785286206029308
Goal Oriented;Explorative;0.9;0.1797592591783588
Goal Oriented;Slice and Drill;0.1;0.01797984294056936
Goal Oriented;Slice and Drill;0.2;0.02405617779798724
Goal Oriented;Slice and Drill;0.3;0.04152279066170535
Goal Oriented;Slice and Drill;0.4;0.05454840590289874
Goal Oriented;Slice and Drill;0.5;0.07073595674472037
Goal Oriented;Slice and Drill;0.6;0.08165700598401472
Goal Oriented;Slice and Drill;0.7;0.1042303575526235
Goal Oriented;Slice and Drill;0.8;0.13708193989539452
Goal Oriented;Slice and Drill;0.9;0.1726570726623638
Goal Oriented;Goal Oriented;0.1;0.01808249290720666
Goal Oriented;Goal Oriented;0.2;0.02712850129614721
Goal Oriented;Goal Oriented;0.3;0.03976860458236752
Goal Oriented;Goal Oriented;0.4;0.05130151279238468
Goal Oriented;Goal Oriented;0.5;0.07313915951009942
Goal Oriented;Goal Oriented;0.6;0.08665251915568513
Goal Oriented;Goal Oriented;0.7;0.10884088560492722
Goal Oriented;Goal Oriented;0.8;0.14352532902231574
Goal Oriented;Goal Oriented;0.9;0.15832311914462702
Goal Oriented;Slice All;0.1;0.016882166466684587
Goal Oriented;Slice All;0.2;0.025769123186057154
Goal Oriented;Slice All;0.3;0.04000394731609629
Goal Oriented;Slice All;0.4;0.053322037978353005
Goal Oriented;Slice All;0.5;0.07935046174733934
Goal Oriented;Slice All;0.6;0.09571383870443628
Goal Oriented;Slice All;0.7;0.11187957855215352
Goal Oriented;Slice All;0.8;0.12056227188730706
Goal Oriented;Slice All;0.9;0.174639228411119
Slice All;Explorative;0.1;0.07151797044541575
Slice All;Explorative;0.2;0.07926119472219327
Slice All;Explorative;0.3;0.11910110386970713
Slice All;Explorative;0.4;0.1734825819107224
Slice All;Explorative;0.5;0.20038023701504135
Slice All;Explorative;0.6;0.2510807462843728
Slice All;Explorative;0.7;0.28537688024971836
Slice All;Explorative;0.8;0.32813723936096123
Slice All;Explorative;0.9;0.3437867224612685
Slice All;Slice and Drill;0.1;0.04275472987278862
Slice All;Slice and Drill;0.2;0.08389194799342616
Slice All;Slice and Drill;0.3;0.12980037639213715
Slice All;Slice and Drill;0.4;0.2070850419698514
Slice All;Slice and Drill;0.5;0.22107450822128438
Slice All;Slice and Drill;0.6;0.1908269162301983
Slice All;Slice and Drill;0.7;0.268706916579841
Slice All;Slice and Drill;0.8;0.3102246180095887
Slice All;Slice and Drill;0.9;0.37490881941210713
Slice All;Goal Oriented;0.1;0.049620164369807776
Slice All;Goal Oriented;0.2;0.10324275152489197
Slice All;Goal Oriented;0.3;0.1083474829861223
Slice All;Goal Oriented;0.4;0.1673896122190329
Slice All;Goal Oriented;0.5;0.19634347508494068
Slice All;Goal Oriented;0.6;0.2535251159840349
Slice All;Goal Oriented;0.7;0.28616083270544523
Slice All;Goal Oriented;0.8;0.29904137322570806
Slice All;Goal Oriented;0.9;0.3856284910092164
Slice All;Slice All;0.1;0.042132810976161866
Slice All;Slice All;0.2;0.088758059803456
Slice All;Slice All;0.3;0.12931556119371634
Slice All;Slice All;0.4;0.17034475957579848
Slice All;Slice All;0.5;0.18529606959381067
Slice All;Slice All;0.6;0.25666273812142837
Slice All;Slice All;0.7;0.28312514272117534
Slice All;Slice All;0.8;0.34574855289232936
Slice All;Slice All;0.9;0.3220557441487788
Explorative;Explorative;0.1;0.022958318248729247
Explorative;Explorative;0.2;0.0350456340065928
Explorative;Explorative;0.3;0.05609770298073495
Explorative;Explorative;0.4;0.07800793710829758
Explorative;Explorative;0.5;0.0982383822466782
Explorative;Explorative;0.6;0.11940216934533257
Explorative;Explorative;0.7;0.1476501462556678
Explorative;Explorative;0.8;0.17214837073754943
Explorative;Explorative;0.9;0.2047193604363592
Explorative;Slice and Drill;0.1;0.019706198928999837
Explorative;Slice and Drill;0.2;0.03762524504059223
Explorative;Slice and Drill;0.3;0.05610635362139181
Explorative;Slice and Drill;0.4;0.07705568174975456
Explorative;Slice and Drill;0.5;0.09608278167958853
Explorative;Slice and Drill;0.6;0.11814205233184173
Explorative;Slice and Drill;0.7;0.13866297355015944
Explorative;Slice and Drill;0.8;0.17453381914299326
Explorative;Slice and Drill;0.9;0.2094223586742958
Explorative;Goal Oriented;0.1;0.020082443845656585
Explorative;Goal Oriented;0.2;0.03864955833919871
Explorative;Goal Oriented;0.3;0.053956021410366
Explorative;Goal Oriented;0.4;0.07705568174975456
Explorative;Goal Oriented;0.5;0.10018213167972786
Explorative;Goal Oriented;0.6;0.11740966654526792
Explorative;Goal Oriented;0.7;0.14456164627021373
Explorative;Goal Oriented;0.8;0.16643374276823006
Explorative;Goal Oriented;0.9;0.2079300441356463
Explorative;Slice All;0.1;0.020805548105934882
Explorative;Slice All;0.2;0.0402034072766741
Explorative;Slice All;0.3;0.05479226230002671
Explorative;Slice All;0.4;0.0698980036393389
Explorative;Slice All;0.5;0.09879208646899007
Explorative;Slice All;0.6;0.12184183967138568
Explorative;Slice All;0.7;0.15333755789756123
Explorative;Slice All;0.8;0.1719104412409933
Explorative;Slice All;0.9;0.2095603263828962
Slice and Drill;Explorative;0.1;0.02008440762537939
Slice and Drill;Explorative;0.2;0.03824067859090437
Slice and Drill;Explorative;0.3;0.05875912895022812
Slice and Drill;Explorative;0.4;0.07596198156760899
Slice and Drill;Explorative;0.5;0.10408780637424753
Slice and Drill;Explorative;0.6;0.13172676132360034
Slice and Drill;Explorative;0.7;0.15205814816416455
Slice and Drill;Explorative;0.8;0.1786185336499872
Slice and Drill;Explorative;0.9;0.2252335170854909
Slice and Drill;Slice and Drill;0.1;0.020147248576509135
Slice and Drill;Slice and Drill;0.2;0.039706751447999754
Slice and Drill;Slice and Drill;0.3;0.05674935647898614
Slice and Drill;Slice and Drill;0.4;0.084815975500179
Slice and Drill;Slice and Drill;0.5;0.09910029583543811
Slice and Drill;Slice and Drill;0.6;0.11773813800913759
Slice and Drill;Slice and Drill;0.7;0.14181397731195516
Slice and Drill;Slice and Drill;0.8;0.18396450313538176
Slice and Drill;Slice and Drill;0.9;0.22335050126114542
Slice and Drill;Goal Oriented;0.1;0.0205828757685397
Slice and Drill;Goal Oriented;0.2;0.037203305037615576
Slice and Drill;Goal Oriented;0.3;0.05551978539395357
Slice and Drill;Goal Oriented;0.4;0.07949704321810416
Slice and Drill;Goal Oriented;0.5;0.09879457313305222
Slice and Drill;Goal Oriented;0.6;0.12031959033358133
Slice and Drill;Goal Oriented;0.7;0.15247678227371111
Slice and Drill;Goal Oriented;0.8;0.17512448615144918
Slice and Drill;Goal Oriented;0.9;0.21303503901467985
Slice and Drill;Slice All;0.1;0.022248720736309676
Slice and Drill;Slice All;0.2;0.03630243458994144
Slice and Drill;Slice All;0.3;0.06275881745870739
Slice and Drill;Slice All;0.4;0.08036129595695643
Slice and Drill;Slice All;0.5;0.1015870125811415
Slice and Drill;Slice All;0.6;0.12791380969580465
Slice and Drill;Slice All;0.7;0.15298904560722465
Slice and Drill;Slice All;0.8;0.18109053060884814
Slice and Drill;Slice All;0.9;0.21685756851379964
Goal Oriented;Explorative;0.1;0.017570690554848712
Goal Oriented;Explorative;0.2;0.02921994645726921
Goal Oriented;Explorative;0.3;0.035731281572346056
Goal Oriented;Explorative;0.4;0.05529414170373838
Goal Oriented;Explorative;0.5;0.0662906074600869
Goal Oriented;Explorative;0.6;0.09024782445777056
Goal Oriented;Explorative;0.7;0.1222603368036746
Goal Oriented;Explorative;0.8;0.14039629430530634
Goal Oriented;Explorative;0.9;0.17444063246093566
Goal Oriented;Slice and Drill;0.1;0.017442619453114264
Goal Oriented;Slice and Drill;0.2;0.028409773393412486
Goal Oriented;Slice and Drill;0.3;0.042362010806720175
Goal Oriented;Slice and Drill;0.4;0.05074543780984407
Goal Oriented;Slice and Drill;0.5;0.06879275522070134
Goal Oriented;Slice and Drill;0.6;0.08820464007237157
Goal Oriented;Slice and Drill;0.7;0.10862741181721954
Goal Oriented;Slice and Drill;0.8;0.1456258541951138
Goal Oriented;Slice and Drill;0.9;0.17374047847676058
Goal Oriented;Goal Oriented;0.1;0.016192039481188036
Goal Oriented;Goal Oriented;0.2;0.029935497212040946
Goal Oriented;Goal Oriented;0.3;0.041779910145224086
Goal Oriented;Goal Oriented;0.4;0.053074809833344165
Goal Oriented;Goal Oriented;0.5;0.07063796532193253
Goal Oriented;Goal Oriented;0.6;0.09528653288080859
Goal Oriented;Goal Oriented;0.7;0.11741712653745436
Goal Oriented;Goal Oriented;0.8;0.13532917890637197
Goal Oriented;Goal Oriented;0.9;0.17377970665601208
Goal Oriented;Slice All;0.1;0.016057912404158176
Goal Oriented;Slice All;0.2;0.028943054833442797
Goal Oriented;Slice All;0.3;0.03937134419337203
Goal Oriented;Slice All;0.4;0.06407524266180878
Goal Oriented;Slice All;0.5;0.07096910784232657
Goal Oriented;Slice All;0.6;0.0960683674573978
Goal Oriented;Slice All;0.7;0.1205228751206615
Goal Oriented;Slice All;0.8;0.1359998511700137
Goal Oriented;Slice All;0.9;0.17247816982714717
Slice All;Explorative;0.1;0.06864716946923259
Slice All;Explorative;0.2;0.09873246975177141
Slice All;Explorative;0.3;0.1564961059452404
Slice All;Explorative;0.4;0.18540501919721133
Slice All;Explorative;0.5;0.23473192052672426
Slice All;Explorative;0.6;0.2319372894425124
Slice All;Explorative;0.7;0.2826415287079371
Slice All;Explorative;0.8;0.31575557001309756
Slice All;Explorative;0.9;0.3135756085675686
Slice All;Slice and Drill;0.1;0.056692437160072176
Slice All;Slice and Drill;0.2;0.08229607864798541
Slice All;Slice and Drill;0.3;0.1455045344916752
Slice All;Slice and Drill;0.4;0.15369898819696642
Slice All;Slice and Drill;0.5;0.2248156732293539
Slice All;Slice and Drill;0.6;0.27839045005315854
Slice All;Slice and Drill;0.7;0.27969674947590517
Slice All;Slice and Drill;0.8;0.32280867652400164
Slice All;Slice and Drill;0.9;0.3891679833471613
Slice All;Goal Oriented;0.1;0.061639491992667196
Slice All;Goal Oriented;0.2;0.11143181043357378
Slice All;Goal Oriented;0.3;0.14606378102456627
Slice All;Goal Oriented;0.4;0.17421738060437347
Slice All;Goal Oriented;0.5;0.22380971224909585
Slice All;Goal Oriented;0.6;0.262005082977851
Slice All;Goal Oriented;0.7;0.2455907820910408
Slice All;Goal Oriented;0.8;0.2902257908771997
Slice All;Goal Oriented;0.9;0.30609648171191645
Slice All;Slice All;0.1;0.06954772118136486
Slice All;Slice All;0.2;0.10111380883948544
Slice All;Slice All;0.3;0.12307915523983211
Slice All;Slice All;0.4;0.18686193038311166
Slice All;Slice All;0.5;0.21179794471718807
Slice All;Slice All;0.6;0.25597184590721356
Slice All;Slice All;0.7;0.24802360355421085
Slice All;Slice All;0.8;0.33978955749534384
Slice All;Slice All;0.9;0.37784784559931733
Explorative;Explorative;0.1;0.022381309453368886
Explorative;Explorative;0.2;0.03919849733345082
Explorative;Explorative;0.3;0.056981459173735635
Explorative;Explorative;0.4;0.07476484248250556
Explorative;Explorative;0.5;0.09087648685015906
Explorative;Explorative;0.6;0.12307182168819122
Explorative;Explorative;0.7;0.1440140744143602
Explorative;Explorative;0.8;0.17453381914299326
Explorative;Explorative;0.9;0.19442950240036397
Explorative;Slice and Drill;0.1;0.020456568248997633
Explorative;Slice and Drill;0.2;0.03670405190940175
Explorative;Slice and Drill;0.3;0.05262444968358101
Explorative;Slice and Drill;0.4;0.07042975462193266
Explorative;Slice and Drill;0.5;0.09620435426411819
Explorative;Slice and Drill;0.6;0.10967515086106397
Explorative;Slice and Drill;0.7;0.14371193419409772
Explorative;Slice and Drill;0.8;0.17453381914299326
Explorative;Slice and Drill;0.9;0.20254045266204299
Explorative;Goal Oriented;0.1;0.021322539789015733
Explorative;Goal Oriented;0.2;0.03710884604756857
Explorative;Goal Oriented;0.3;0.05262444968358101
Explorative;Goal Oriented;0.4;0.07586300496223722
Explorative;Goal Oriented;0.5;0.0966164240020092
Explorative;Goal Oriented;0.6;0.11470727383902217
Explorative;Goal Oriented;0.7;0.14940082097568905
Explorative;Goal Oriented;0.8;0.17427072797787613
Explorative;Goal Oriented;0.9;0.19921656252765557
Explorative;Slice All;0.1;0.019877101765533478
Explorative;Slice All;0.2;0.0365186953380069
Explorative;Slice All;0.3;0.06184384098767227
Explorative;Slice All;0.4;0.0710985724242399
Explorative;Slice All;0.5;0.09517338966598109
Explorative;Slice All;0.6;0.12575735565503263
Explorative;Slice All;0.7;0.1440140744143602
Explorative;Slice All;0.8;0.16429602300162113
Explorative;Slice All;0.9;0.20362316305343933
Slice and Drill;Explorative;0.1;0.021583211461610533
Slice and Drill;Explorative;0.2;0.03936198495882458
Slice and Drill;Explorative;0.3;0.056158204781772345
Slice and Drill;Explorative;0.4;0.07837374014323575
Slice and Drill;Explorative;0.5;0.09445633479555313
Slice and Drill;Explorative;0.6;0.12031020212307553
Slice and Drill;Explorative;0.7;0.14777913668553538
Slice and Drill;Explorative;0.8;0.18180660556504824
Slice and Drill;Explorative;0.9;0.22099409203432557
Slice and Drill;Slice and Drill;0.1;0.022055781683449915
Slice and Drill;Slice and Drill;0.2;0.03451922777122583
Slice and Drill;Slice and Drill;0.3;0.055818416889077516
Slice and Drill;Slice and Drill;0.4;0.07806962428944933
Slice and Drill;Slice and Drill;0.5;0.10692166563771088
Slice and Drill;Slice and Drill;0.6;0.12754280152507536
Slice and Drill;Slice and Drill;0.7;0.1626103071118673
Slice and Drill;Slice and Drill;0.8;0.1807450739650286
Slice and Drill;Slice and Drill;0.9;0.2200493282781054
Slice and Drill;Goal Oriented;0.1;0.020672408845667
Slice and Drill;Goal Oriented;0.2;0.035719069522990025
Slice and Drill;Goal Oriented;0.3;0.06043666308301479
Slice and Drill;Goal Oriented;0.4;0.07275577070262007
Slice and Drill;Goal Oriented;0.5;0.10459856295792679
Slice and Drill;Goal Oriented;0.6;0.12518601297661894
Slice and Drill;Goal Oriented;0.7;0.15223101346333198
Slice and Drill;Goal Oriented;0.8;0.17904335280955275
Slice and Drill;Goal Oriented;0.9;0.21603606321604954
Slice and Drill;Slice All;0.1;0.021458836111654885
Slice and Drill;Slice All;0.2;0.03928558852754252
Slice and Drill;Slice All;0.3;0.05834743853397371
Slice and Drill;Slice All;0.4;0.07326664319013275
Slice and Drill;Slice All;0.5;0.10384102603950411
Slice and Drill;Slice All;0.6;0.12608885115528293
Slice and Drill;Slice All;0.7;0.1410072655580324
Slice and Drill;Slice All;0.8;0.1841296977081202
Slice and Drill;Slice All;0.9;0.21740771132741232
Goal Oriented;Explorative;0.1;0.01700462018376594
Goal Oriented;Explorative;0.2;0.025904567352102975
Goal Oriented;Explorative;0.3;0.041391463715923435
Goal Oriented;Explorative;0.4;0.05765560328402345
Goal Oriented;Explorative;0.5;0.06387625158492066
Goal Oriented;Explorative;0.6;0.09091722177924484
Goal Oriented;Explorative;0.7;0.10949875576333376
Goal Oriented;Explorative;0.8;0.14146963755962114
Goal Oriented;Explorative;0.9;0.17148857236082352
Goal Oriented;Slice and Drill;0.1;0.01757786342162966
Goal Oriented;Slice and Drill;0.2;0.025632546323457604
Goal Oriented;Slice and Drill;0.3;0.04053434169700361
Goal Oriented;Slice and Drill;0.4;0.05455527583920602
Goal Oriented;Slice and Drill;0.5;0.07470547864637796
Goal Oriented;Slice and Drill;0.6;0.09201053210304169
Goal Oriented;Slice and Drill;0.7;0.11237811254976462
Goal Oriented;Slice and Drill;0.8;0.1324020908140025
Goal Oriented;Slice and Drill;0.9;0.16461473747006053
Goal Oriented;Goal Oriented;0.1;0.015308981345365815
Goal Oriented;Goal Oriented;0.2;0.02719540151562416
Goal Oriented;Goal Oriented;0.3;0.04115810451825271
Goal Oriented;Goal Oriented;0.4;0.051131487137135674
Goal Oriented;Goal Oriented;0.5;0.07836669635117836
Goal Oriented;Goal Oriented;0.6;0.09392298750107202
Goal Oriented;Goal Oriented;0.7;0.11088039267779363
Goal Oriented;Goal Oriented;0.8;0.13678115891099654
Goal Oriented;Goal Oriented;0.9;0.15638922153741677
Goal Oriented;Slice All;0.1;0.016377228782277854
Goal Oriented;Slice All;0.2;0.025055440063510057
Goal Oriented;Slice All;0.3;0.038911590564747
Goal Oriented;Slice All;0.4;0.06212747347308239
Goal Oriented;Slice All;0.5;0.07432859099028143
Goal Oriented;Slice All;0.6;0.09368074848925566
Goal Oriented;Slice All;0.7;0.10936196816649164
Goal Oriented;Slice All;0.8;0.14525383450002027
Goal Oriented;Slice All;0.9;0.17424074049516064
Slice All;Explorative;0.1;0.04948299745132907
Slice All;Explorative;0.2;0.12330788618670073
Slice All;Explorative;0.3;0.11968377351365811
Slice All;Explorative;0.4;0.18480855699708518
Slice All;Explorative;0.5;0.18960712321402023
Slice All;Explorative;0.6;0.2558117932499934
Slice All;Explorative;0.7;0.2495644712623449
Slice All;Explorative;0.8;0.34079440158411634
Slice All;Explorative;0.9;0.36565649034590464
Slice All;Slice and Drill;0.1;0.05348674259397752
Slice All;Slice and Drill;0.2;0.08649902560176452
Slice All;Slice and Drill;0.3;0.16930374295429151
Slice All;Slice and Drill;0.4;0.13703496723272912
Slice All;Slice and Drill;0.5;0.1758197089543485
Slice All;Slice and Drill;0.6;0.2559742904244272
Slice All;Slice and Drill;0.7;0.28358077122700237
Slice All;Slice and Drill;0.8;0.2933710205207494
Slice All;Slice and Drill;0.9;0.2966554190580821
Slice All;Goal Oriented;0.1;0.04375931317793594
Slice All;Goal Oriented;0.2;0.11657430547106988
Slice All;Goal Oriented;0.3;0.12885816252025187
Slice All;Goal Oriented;0.4;0.19390549063282803
Slice All;Goal Oriented;0.5;0.225487367554072
Slice All;Goal Oriented;0.6;0.2687017746643227
Slice All;Goal Oriented;0.7;0.2911383965880061
Slice All;Goal Oriented;0.8;0.32970763093647715
Slice All;Goal Oriented;0.9;0.3830833271213406
Slice All;Slice All;0.1;0.056027138619615585
Slice All;Slice All;0.2;0.11615967531213184
Slice All;Slice All;0.3;0.15255719846066992
Slice All;Slice All;0.4;0.13946487002663985
Slice All;Slice All;0.5;0.1950010136661717
Slice All;Slice All;0.6;0.24687729356841157
Slice All;Slice All;0.7;0.2617416862480822
Slice All;Slice All;0.8;0.34416246161574315
Slice All;Slice All;0.9;0.32270130742742015
Explorative;Explorative;0.1;0.020578140833527308
Explorative;Explorative;0.2;0.03744496453026491
Explorative;Explorative;0.3;0.05690947762483509
Explorative;Explorative;0.4;0.07857020767756928
Explorative;Explorative;0.5;0.09476770517563948
Explorative;Explorative;0.6;0.11879142990027333
Explorative;Explorative;0.7;0.13906577098137804
Explorative;Explorative;0.8;0.1719104412409933
Explorative;Explorative;0.9;0.19998325584891724
Explorative;Slice and Drill;0.1;0.020534175085085364
Explorative;Slice and Drill;0.2;0.03806018471215646
Explorative;Slice and Drill;0.3;0.05368069712246858
Explorative;Slice and Drill;0.4;0.07153676793985161
Explorative;Slice and Drill;0.5;0.09736340313487991
Explorative;Slice and Drill;0.6;0.1190109833708787
Explorative;Slice and Drill;0.7;0.14404985708874596
Explorative;Slice and Drill;0.8;0.16933392009782533
Explorative;Slice and Drill;0.9;0.20929945846403802
Explorative;Goal Oriented;0.1;0.02086578253790203
Explorative;Goal Oriented;0.2;0.04067686916777729
Explorative;Goal Oriented;0.3;0.05479226230002671
Explorative;Goal Oriented;0.4;0.07153676793985161
Explorative;Goal Oriented;0.5;0.09608278167958853
Explorative;Goal Oriented;0.6;0.11452878193557853
Explorative;Goal Oriented;0.7;0.14817367333444587
Explorative;Goal Oriented;0.8;0.17583301682176583
Explorative;Goal Oriented;0.9;0.20271277005217977
Explorative;Slice All;0.1;0.020488182336647853
Explorative;Slice All;0.2;0.03710884604756857
Explorative;Slice All;0.3;0.06055978456422724
Explorative;Slice All;0.4;0.07418235723101681
Explorative;Slice All;0.5;0.09675945986914306
Explorative;Slice All;0.6;0.11401779354423246
Explorative;Slice All;0.7;0.14817367333444587
Explorative;Slice All;0.8;0.16643374276823006
Explorative;Slice All;0.9;0.2047193604363592
Slice and Drill;Explorative;0.1;0.02072787278121832
Slice and Drill;Explorative;0.2;0.03947869748488534
Slice and Drill;Explorative;0.3;0.056264841576860965
Slice and Drill;Explorative;0.4;0.07606066314504119
Slice and Drill;Explorative;0.5;0.10540154471575634
Slice and Drill;Explorative;0.6;0.12400398353670666
Slice and Drill;Explorative;0.7;0.15262301076461968
Slice and Drill;Explorative;0.8;0.16788353113673204
Slice and Drill;Explorative;0.9;0.2204151418497557
Slice and Drill;Slice and Drill;0.1;0.020127601559657978
Slice and Drill;Slice and Drill;0.2;0.03800091570643802
Slice and Drill;Slice and Drill;0.3;0.05687641869053436
Slice and Drill;Slice and Drill;0.4;0.07437484715652212
Slice and Drill;Slice and Drill;0.5;0.10488035678707062
Slice and Drill;Slice and Drill;0.6;0.12905200641326559
Slice and Drill;Slice and Drill;0.7;0.15537324014392528
Slice and Drill;Slice and Drill;0.8;0.16917410978498415
Slice and Drill;Slice and Drill;0.9;0.2071562701438348
Slice and Drill;Goal Oriented;0.1;0.021805605893223345
Slice and Drill;Goal Oriented;0.2;0.037510055069433924
Slice and Drill;Goal Oriented;0.3;0.055574628980578376
Slice and Drill;Goal Oriented;0.4;0.0794674877405859
Slice and Drill;Goal Oriented;0.5;0.1024788715057684
Slice and Drill;Goal Oriented;0.6;0.1275538439993852
Slice and Drill;Goal Oriented;0.7;0.14893584640620475
Slice and Drill;Goal Oriented;0.8;0.17945651836550505
Slice and Drill;Goal Oriented;0.9;0.2188856959375681
Slice and Drill;Slice All;0.1;0.020791147054634317
Slice and Drill;Slice All;0.2;0.038534911008714985
Slice and Drill;Slice All;0.3;0.05585028517490781
Slice and Drill;Slice All;0.4;0.07879935482456696
Slice and Drill;Slice All;0.5;0.09564290555839244
Slice and Drill;Slice All;0.6;0.12673531005445515
Slice and Drill;Slice All;0.7;0.1546560166861033
Slice and Drill;Slice All;0.8;0.1812684956766854
Slice and Drill;Slice All;0.9;0.22070833640142173
Goal Oriented;Explorative;0.1;0.01685469198981155
Goal Oriented;Explorative;0.2;0.026539904751624384
Goal Oriented;Explorative;0.3;0.03768581796443648
Goal Oriented;Explorative;0.4;0.05711711934238008
Goal Oriented;Explorative;0.5;0.07461558995521636
