userProfile;evalProfile;alpha;hellinger
Goal Oriented;Explorative;0.2;0.026528145780889845
Goal Oriented;Explorative;0.3;0.03763912715882051
Goal Oriented;Explorative;0.4;0.05507973014865133
Goal Oriented;Explorative;0.5;0.0719598906887646
Goal Oriented;Explorative;0.6;0.08939452989953113
Goal Oriented;Explorative;0.7;0.11457528044619818
Goal Oriented;Explorative;0.8;0.13794781528791447
Goal Oriented;Explorative;0.9;0.18309551941278415
Goal Oriented;Slice and Drill;0.1;0.017513198302212804
Goal Oriented;Slice and Drill;0.2;0.026680106243195875
Goal Oriented;Slice and Drill;0.3;0.0444552155987675
Goal Oriented;Slice and Drill;0.4;0.06098140583166203
Goal Oriented;Slice and Drill;0.5;0.07610043396496728
Goal Oriented;Slice and Drill;0.6;0.08901078284383944
Goal Oriented;Slice and Drill;0.7;0.1109048167765057
Goal Oriented;Slice and Drill;0.8;0.12890087835121766
Goal Oriented;Slice and Drill;0.9;0.16419503915258904
Goal Oriented;Goal Oriented;0.1;0.01699046279393333
Goal Oriented;Goal Oriented;0.2;0.024179768162889373
Goal Oriented;Goal Oriented;0.3;0.03949583544716108
Goal Oriented;Goal Oriented;0.4;0.05627444052160932
Goal Oriented;Goal Oriented;0.5;0.07592733158977698
Goal Oriented;Goal Oriented;0.6;0.09252550337157205
Goal Oriented;Goal Oriented;0.7;0.10835104439482147
Goal Oriented;Goal Oriented;0.8;0.14236232888450615
Goal Oriented;Goal Oriented;0.9;0.1545487740300673
Goal Oriented;Slice All;0.1;0.01660825409821229
Goal Oriented;Slice All;0.2;0.02316221679929086
Goal Oriented;Slice All;0.3;0.03571769711623539
Goal Oriented;Slice All;0.4;0.0563608204876324
Goal Oriented;Slice All;0.5;0.07498782038455244
Goal Oriented;Slice All;0.6;0.09601392426583386
Goal Oriented;Slice All;0.7;0.1117954955893743
Goal Oriented;Slice All;0.8;0.14099469526046401
Goal Oriented;Slice All;0.9;0.17448814249591957
Slice All;Explorative;0.1;0.04544451276879553
Slice All;Explorative;0.2;0.08636034139673943
Slice All;Explorative;0.3;0.16037351064112138
Slice All;Explorative;0.4;0.13986903723043506
Slice All;Explorative;0.5;0.19630016919809576
Slice All;Explorative;0.6;0.24884624681687076
Slice All;Explorative;0.7;0.30976182453951484
Slice All;Explorative;0.8;0.3407615691891263
Slice All;Explorative;0.9;0.3505402913198057
Slice All;Slice and Drill;0.1;0.06131164746316914
Slice All;Slice and Drill;0.2;0.11656503316439748
Slice All;Slice and Drill;0.3;0.11916398696768538
Slice All;Slice and Drill;0.4;0.1529181124611808
Slice All;Slice and Drill;0.5;0.20280317504223563
Slice All;Slice and Drill;0.6;0.25423244546916896
Slice All;Slice and Drill;0.7;0.2697915867996932
Slice All;Slice and Drill;0.8;0.30623027688251425
Slice All;Slice and Drill;0.9;0.3951886606569425
Slice All;Goal Oriented;0.1;0.058718220165392236
Slice All;Goal Oriented;0.2;0.08229607864798541
Slice All;Goal Oriented;0.3;0.14374364969760217
Slice All;Goal Oriented;0.4;0.1877591946410601
Slice All;Goal Oriented;0.5;0.16386911757305428
Slice All;Goal Oriented;0.6;0.21378415710011248
Slice All;Goal Oriented;0.7;0.29825910664392163
Slice All;Goal Oriented;0.8;0.33143150026084545
Slice All;Goal Oriented;0.9;0.3463446989910917
Slice All;Slice All;0.1;0.06611637238834286
Slice All;Slice All;0.2;0.11197122687424046
Slice All;Slice All;0.3;0.13262781879791474
Slice All;Slice All;0.4;0.19570465530206108
Slice All;Slice All;0.5;0.228757436162911
Slice All;Slice All;0.6;0.2718795627483471
Slice All;Slice All;0.7;0.2728410377300019
Slice All;Slice All;0.8;0.33322149799052736
Slice All;Slice All;0.9;0.3662680832646462
Explorative;Explorative;0.1;0.02176717455282649
Explorative;Explorative;0.2;0.040562479986740695
Explorative;Explorative;0.3;0.056981459173735635
Explorative;Explorative;0.4;0.07875026428276388
Explorative;Explorative;0.5;0.09991951466665648
Explorative;Explorative;0.6;0.11100602189649247
Explorative;Explorative;0.7;0.14150403992471816
Explorative;Explorative;0.8;0.17357180678901998
Explorative;Explorative;0.9;0.206249733579214
Explorative;Slice and Drill;0.1;0.02253095710736288
Explorative;Slice and Drill;0.2;0.03866882998568032
Explorative;Slice and Drill;0.3;0.056712414766266345
Explorative;Slice and Drill;0.4;0.07523873111044992
Explorative;Slice and Drill;0.5;0.09620435426411819
Explorative;Slice and Drill;0.6;0.11879142990027333
Explorative;Slice and Drill;0.7;0.13906577098137804
Explorative;Slice and Drill;0.8;0.18203917187513136
Explorative;Slice and Drill;0.9;0.2095603263828962
Explorative;Goal Oriented;0.1;0.020916279730774145
Explorative;Goal Oriented;0.2;0.03804131872909178
Explorative;Goal Oriented;0.3;0.05690947762483509
Explorative;Goal Oriented;0.4;0.07857020767756928
Explorative;Goal Oriented;0.5;0.09803763680722082
Explorative;Goal Oriented;0.6;0.12345782360027824
Explorative;Goal Oriented;0.7;0.14456164627021373
Explorative;Goal Oriented;0.8;0.17799758413087619
Explorative;Goal Oriented;0.9;0.20527571991012725
Explorative;Slice All;0.1;0.019706198928999837
Explorative;Slice All;0.2;0.035584318145766604
Explorative;Slice All;0.3;0.05610635362139181
Explorative;Slice All;0.4;0.07582807049317776
Explorative;Slice All;0.5;0.0982383822466782
Explorative;Slice All;0.6;0.11155254008113324
Explorative;Slice All;0.7;0.14780576295708214
Explorative;Slice All;0.8;0.17459082275560425
Explorative;Slice All;0.9;0.206249733579214
Slice and Drill;Explorative;0.1;0.021994400066949863
Slice and Drill;Explorative;0.2;0.039102173345357205
Slice and Drill;Explorative;0.3;0.05964174717831901
Slice and Drill;Explorative;0.4;0.08067004796407905
Slice and Drill;Explorative;0.5;0.10309851447257556
Slice and Drill;Explorative;0.6;0.12069579310338957
Slice and Drill;Explorative;0.7;0.1527793018156102
Slice and Drill;Explorative;0.8;0.18333607255066006
Slice and Drill;Explorative;0.9;0.21803437174449655
Slice and Drill;Slice and Drill;0.1;0.020628100654080907
Slice and Drill;Slice and Drill;0.2;0.03644360809320671
Slice and Drill;Slice and Drill;0.3;0.05667100548760439
Slice and Drill;Slice and Drill;0.4;0.07918115785687108
Slice and Drill;Slice and Drill;0.5;0.09855860346495185
Slice and Drill;Slice and Drill;0.6;0.12403498254378642
Slice and Drill;Slice and Drill;0.7;0.14093917732426303
Slice and Drill;Slice and Drill;0.8;0.18729519998580366
Slice and Drill;Slice and Drill;0.9;0.21652077304734907
Slice and Drill;Goal Oriented;0.1;0.021754186738040054
Slice and Drill;Goal Oriented;0.2;0.039690603936664015
Slice and Drill;Goal Oriented;0.3;0.0626123782335563
Slice and Drill;Goal Oriented;0.4;0.07769506524673302
Slice and Drill;Goal Oriented;0.5;0.0978873200720067
Slice and Drill;Goal Oriented;0.6;0.12746689505090725
Slice and Drill;Goal Oriented;0.7;0.14678615693461872
Slice and Drill;Goal Oriented;0.8;0.17694505088301363
Slice and Drill;Goal Oriented;0.9;0.2125605497941442
Slice and Drill;Slice All;0.1;0.021260738021119586
Slice and Drill;Slice All;0.2;0.03691803409346959
Slice and Drill;Slice All;0.3;0.05679836272709218
Slice and Drill;Slice All;0.4;0.08077505156878788
Slice and Drill;Slice All;0.5;0.09915268436813715
Slice and Drill;Slice All;0.6;0.11937199220179877
Slice and Drill;Slice All;0.7;0.15750628161034952
Slice and Drill;Slice All;0.8;0.17243507467454477
Slice and Drill;Slice All;0.9;0.21636584123222302
Goal Oriented;Explorative;0.1;0.01679798735640719
Goal Oriented;Explorative;0.2;0.027139717626207174
Goal Oriented;Explorative;0.3;0.04291665016223338
Goal Oriented;Explorative;0.4;0.056243952545067755
Goal Oriented;Explorative;0.5;0.07418263118553213
Goal Oriented;Explorative;0.6;0.09064975787859471
Goal Oriented;Explorative;0.7;0.10351319731507425
Goal Oriented;Explorative;0.8;0.13883713486491858
Goal Oriented;Explorative;0.9;0.1821304408755817
Goal Oriented;Slice and Drill;0.1;0.017481007329573594
Goal Oriented;Slice and Drill;0.2;0.02861597158139597
Goal Oriented;Slice and Drill;0.3;0.04102542623914041
Goal Oriented;Slice and Drill;0.4;0.05862296301940155
Goal Oriented;Slice and Drill;0.5;0.07525590068286205
Goal Oriented;Slice and Drill;0.6;0.08892369691810381
Goal Oriented;Slice and Drill;0.7;0.11024298481433913
Goal Oriented;Slice and Drill;0.8;0.14137888485806507
Goal Oriented;Slice and Drill;0.9;0.1623348036998637
Goal Oriented;Goal Oriented;0.1;0.017654188730104856
Goal Oriented;Goal Oriented;0.2;0.028512406237892578
Goal Oriented;Goal Oriented;0.3;0.042310552138866406
Goal Oriented;Goal Oriented;0.4;0.052351543571116904
Goal Oriented;Goal Oriented;0.5;0.06963802607265551
Goal Oriented;Goal Oriented;0.6;0.08736489045757233
Goal Oriented;Goal Oriented;0.7;0.12014227854189599
Goal Oriented;Goal Oriented;0.8;0.13401904412041082
Goal Oriented;Goal Oriented;0.9;0.17802348336928614
Goal Oriented;Slice All;0.1;0.01869570847961591
Goal Oriented;Slice All;0.2;0.02919300145018059
Goal Oriented;Slice All;0.3;0.04169241855607154
Goal Oriented;Slice All;0.4;0.05238438650281902
Goal Oriented;Slice All;0.5;0.07126962540892137
Goal Oriented;Slice All;0.6;0.09502909993010404
Goal Oriented;Slice All;0.7;0.11276705420453528
Goal Oriented;Slice All;0.8;0.14262780134656414
Goal Oriented;Slice All;0.9;0.18218556895343394
Slice All;Explorative;0.1;0.04953397933295906
Slice All;Explorative;0.2;0.09898696295979231
Slice All;Explorative;0.3;0.14113377986054995
Slice All;Explorative;0.4;0.15369898819696642
Slice All;Explorative;0.5;0.20480767915741374
Slice All;Explorative;0.6;0.23824391204601578
Slice All;Explorative;0.7;0.2605747032330883
Slice All;Explorative;0.8;0.26903669459601454
Slice All;Explorative;0.9;0.3479287250721009
Slice All;Slice and Drill;0.1;0.054849792748244086
Slice All;Slice and Drill;0.2;0.11273181943918018
Slice All;Slice and Drill;0.3;0.12966728718125187
Slice All;Slice and Drill;0.4;0.1928173222245495
Slice All;Slice and Drill;0.5;0.20175443501073906
Slice All;Slice and Drill;0.6;0.26216551495670776
Slice All;Slice and Drill;0.7;0.29689822705235336
Slice All;Slice and Drill;0.8;0.31562253348577296
Slice All;Slice and Drill;0.9;0.40409934736911574
Slice All;Goal Oriented;0.1;0.06522740052283897
Slice All;Goal Oriented;0.2;0.09110883188928749
Slice All;Goal Oriented;0.3;0.16434261634264993
Slice All;Goal Oriented;0.4;0.1858502795783047
Slice All;Goal Oriented;0.5;0.18779992957014588
Slice All;Goal Oriented;0.6;0.25621941649536656
Slice All;Goal Oriented;0.7;0.27945208702029944
Slice All;Goal Oriented;0.8;0.3225366818371366
Slice All;Goal Oriented;0.9;0.34799712940723404
Slice All;Slice All;0.1;0.04182597138229043
Slice All;Slice All;0.2;0.10586056604288849
Slice All;Slice All;0.3;0.15614277837746146
Slice All;Slice All;0.4;0.19651804733147282
Slice All;Slice All;0.5;0.22193746494454492
Slice All;Slice All;0.6;0.22118754606899058
Slice All;Slice All;0.7;0.3052234308184375
Slice All;Slice All;0.8;0.30124900407728444
Slice All;Slice All;0.9;0.37505747134680506
Explorative;Explorative;0.1;0.021574921703344047
Explorative;Explorative;0.2;0.0402034072766741
Explorative;Explorative;0.3;0.05548379198532527
Explorative;Explorative;0.4;0.0698980036393389
Explorative;Explorative;0.5;0.0938758146408762
Explorative;Explorative;0.6;0.12058134333625824
Explorative;Explorative;0.7;0.14196813994709587
Explorative;Explorative;0.8;0.17663333279142707
Explorative;Explorative;0.9;0.2110963893503
Explorative;Slice and Drill;0.1;0.022958318248729247
Explorative;Slice and Drill;0.2;0.03856551488908996
Explorative;Slice and Drill;0.3;0.06043356528964924
Explorative;Slice and Drill;0.4;0.07153676793985161
Explorative;Slice and Drill;0.5;0.09736340313487991
Explorative;Slice and Drill;0.6;0.12266415629596959
Explorative;Slice and Drill;0.7;0.14701348649877435
Explorative;Slice and Drill;0.8;0.17453381914299326
Explorative;Slice and Drill;0.9;0.20852800254889461
Explorative;Goal Oriented;0.1;0.022381309453368886
Explorative;Goal Oriented;0.2;0.03744496453026491
Explorative;Goal Oriented;0.3;0.05262444968358101
Explorative;Goal Oriented;0.4;0.07476484248250556
Explorative;Goal Oriented;0.5;0.09864813390790111
Explorative;Goal Oriented;0.6;0.11100602189649247
Explorative;Goal Oriented;0.7;0.1335663026737068
Explorative;Goal Oriented;0.8;0.17663333279142707
Explorative;Goal Oriented;0.9;0.20763368857034198
Explorative;Slice All;0.1;0.02253095710736288
Explorative;Slice All;0.2;0.03499871402748805
Explorative;Slice All;0.3;0.057085372228739245
Explorative;Slice All;0.4;0.07877512038667318
Explorative;Slice All;0.5;0.0938758146408762
Explorative;Slice All;0.6;0.12541167774025838
Explorative;Slice All;0.7;0.13866297355015944
Explorative;Slice All;0.8;0.1719104412409933
Explorative;Slice All;0.9;0.2110963893503
Slice and Drill;Explorative;0.1;0.019923334224171897
Slice and Drill;Explorative;0.2;0.037169990588045744
Slice and Drill;Explorative;0.3;0.05746322399399547
Slice and Drill;Explorative;0.4;0.07724161257196037
Slice and Drill;Explorative;0.5;0.10047274473692261
Slice and Drill;Explorative;0.6;0.11875696431490355
Slice and Drill;Explorative;0.7;0.15148562537399257
Slice and Drill;Explorative;0.8;0.17339241926504548
Slice and Drill;Explorative;0.9;0.21637155213019627
Slice and Drill;Slice and Drill;0.1;0.02166774750301126
Slice and Drill;Slice and Drill;0.2;0.04028315438241277
Slice and Drill;Slice and Drill;0.3;0.05894125075099976
Slice and Drill;Slice and Drill;0.4;0.07805839215432119
Slice and Drill;Slice and Drill;0.5;0.09824045797896735
Slice and Drill;Slice and Drill;0.6;0.12203271221157938
Slice and Drill;Slice and Drill;0.7;0.14660245989538398
Slice and Drill;Slice and Drill;0.8;0.19369920288279147
Slice and Drill;Slice and Drill;0.9;0.22291999227703088
Slice and Drill;Goal Oriented;0.1;0.020886059123302818
Slice and Drill;Goal Oriented;0.2;0.04090366662797047
Slice and Drill;Goal Oriented;0.3;0.053849258174731844
Slice and Drill;Goal Oriented;0.4;0.08180394570299189
Slice and Drill;Goal Oriented;0.5;0.09504661194566032
Slice and Drill;Goal Oriented;0.6;0.12577232832296611
Slice and Drill;Goal Oriented;0.7;0.14762423648054573
Slice and Drill;Goal Oriented;0.8;0.1846784707491563
Slice and Drill;Goal Oriented;0.9;0.2169371417637882
Slice and Drill;Slice All;0.1;0.02193478466682022
Slice and Drill;Slice All;0.2;0.03820668979175836
Slice and Drill;Slice All;0.3;0.05676102588766759
Slice and Drill;Slice All;0.4;0.07948067443581375
Slice and Drill;Slice All;0.5;0.09932836296944268
Slice and Drill;Slice All;0.6;0.12090019478195528
Slice and Drill;Slice All;0.7;0.15441454685427225
Slice and Drill;Slice All;0.8;0.17157838729500022
Slice and Drill;Slice All;0.9;0.22374771423493633
Goal Oriented;Explorative;0.1;0.016935030468518394
Goal Oriented;Explorative;0.2;0.028057957843823863
Goal Oriented;Explorative;0.3;0.04084502719080166
Goal Oriented;Explorative;0.4;0.0558155034881742
Goal Oriented;Explorative;0.5;0.08046599399701355
Goal Oriented;Explorative;0.6;0.09612248401088579
Goal Oriented;Explorative;0.7;0.1202923318593069
Goal Oriented;Explorative;0.8;0.14259450533624052
Goal Oriented;Explorative;0.9;0.17218915835019583
Goal Oriented;Slice and Drill;0.1;0.017304670183760078
Goal Oriented;Slice and Drill;0.2;0.028534683481508616
Goal Oriented;Slice and Drill;0.3;0.03954104847890114
Goal Oriented;Slice and Drill;0.4;0.054314000936549346
Goal Oriented;Slice and Drill;0.5;0.06863252870773112
Goal Oriented;Slice and Drill;0.6;0.09140304850202992
Goal Oriented;Slice and Drill;0.7;0.10706612396098197
Goal Oriented;Slice and Drill;0.8;0.1420559423692562
Goal Oriented;Slice and Drill;0.9;0.17838230056408363
Goal Oriented;Goal Oriented;0.1;0.017887354315690236
Goal Oriented;Goal Oriented;0.2;0.030047916027909658
Goal Oriented;Goal Oriented;0.3;0.046322953190527774
Goal Oriented;Goal Oriented;0.4;0.06189289465098288
Goal Oriented;Goal Oriented;0.5;0.06870087509094759
Goal Oriented;Goal Oriented;0.6;0.08380531514631201
Goal Oriented;Goal Oriented;0.7;0.11804887618649627
Goal Oriented;Goal Oriented;0.8;0.13476063899338428
Goal Oriented;Goal Oriented;0.9;0.1792782582697282
Goal Oriented;Slice All;0.1;0.017080182897700896
Goal Oriented;Slice All;0.2;0.029092549705110937
Goal Oriented;Slice All;0.3;0.039413090646822066
Goal Oriented;Slice All;0.4;0.05705800311898748
Goal Oriented;Slice All;0.5;0.07262601636112322
Goal Oriented;Slice All;0.6;0.08822095617110136
Goal Oriented;Slice All;0.7;0.11804102633596111
Goal Oriented;Slice All;0.8;0.14244757088561943
Goal Oriented;Slice All;0.9;0.17314269918761843
Slice All;Explorative;0.1;0.056027138619615585
Slice All;Explorative;0.2;0.07456855934063426
Slice All;Explorative;0.3;0.151837920343983
Slice All;Explorative;0.4;0.1623975919674328
Slice All;Explorative;0.5;0.18668544045497232
Slice All;Explorative;0.6;0.24669062517635681
Slice All;Explorative;0.7;0.27073034463000056
Slice All;Explorative;0.8;0.3014344080638839
Slice All;Explorative;0.9;0.31036471413403893
Slice All;Slice and Drill;0.1;0.05392044947022281
Slice All;Slice and Drill;0.2;0.09343440015970948
Slice All;Slice and Drill;0.3;0.13904024052789257
Slice All;Slice and Drill;0.4;0.17897387372978255
Slice All;Slice and Drill;0.5;0.22960903431049787
Slice All;Slice and Drill;0.6;0.27873143913103593
Slice All;Slice and Drill;0.7;0.26589159139301033
Slice All;Slice and Drill;0.8;0.26508603867742164
Slice All;Slice and Drill;0.9;0.36545920094802514
Slice All;Goal Oriented;0.1;0.05832790346968891
Slice All;Goal Oriented;0.2;0.11447960710007844
Slice All;Goal Oriented;0.3;0.1254262710865553
Slice All;Goal Oriented;0.4;0.1951822661881928
Slice All;Goal Oriented;0.5;0.21693452865918053
Slice All;Goal Oriented;0.6;0.2350549971939845
Slice All;Goal Oriented;0.7;0.25945300700681934
Slice All;Goal Oriented;0.8;0.29206185511230404
Slice All;Goal Oriented;0.9;0.3821936492961241
Slice All;Slice All;0.1;0.051640947705223234
Slice All;Slice All;0.2;0.08024029235488166
Slice All;Slice All;0.3;0.15957019170850373
Slice All;Slice All;0.4;0.1870707469440589
Slice All;Slice All;0.5;0.23493142263415057
Slice All;Slice All;0.6;0.25800785479165356
Slice All;Slice All;0.7;0.3093875815981623
Slice All;Slice All;0.8;0.34448281981127443
Slice All;Slice All;0.9;0.36453972530091144
Explorative;Explorative;0.1;0.021296299424550653
Explorative;Explorative;0.2;0.03737159740371958
Explorative;Explorative;0.3;0.05262444968358101
Explorative;Explorative;0.4;0.0710985724242399
Explorative;Explorative;0.5;0.10343174853032694
Explorative;Explorative;0.6;0.11740966654526792
Explorative;Explorative;0.7;0.14543943868415013
Explorative;Explorative;0.8;0.17459082275560425
Explorative;Explorative;0.9;0.20254045266204299
Explorative;Slice and Drill;0.1;0.020578140833527308
Explorative;Slice and Drill;0.2;0.03524442225177247
Explorative;Slice and Drill;0.3;0.053956021410366
Explorative;Slice and Drill;0.4;0.07042975462193266
Explorative;Slice and Drill;0.5;0.09186173265437397
Explorative;Slice and Drill;0.6;0.11251000057546735
Explorative;Slice and Drill;0.7;0.13658004468661467
Explorative;Slice and Drill;0.8;0.17583301682176583
Explorative;Slice and Drill;0.9;0.20459180299934096
Explorative;Goal Oriented;0.1;0.022184876163349767
Explorative;Goal Oriented;0.2;0.03710884604756857
Explorative;Goal Oriented;0.3;0.056981459173735635
Explorative;Goal Oriented;0.4;0.07418235723101681
Explorative;Goal Oriented;0.5;0.09991951466665648
Explorative;Goal Oriented;0.6;0.11155254008113324
Explorative;Goal Oriented;0.7;0.15333755789756123
Explorative;Goal Oriented;0.8;0.16706708346080326
Explorative;Goal Oriented;0.9;0.20708120660663693
Explorative;Slice All;0.1;0.02103767845955371
Explorative;Slice All;0.2;0.036204998978718345
Explorative;Slice All;0.3;0.05841614843375859
Explorative;Slice All;0.4;0.07452987907041339
Explorative;Slice All;0.5;0.0986491559689775
Explorative;Slice All;0.6;0.11704091323093399
Explorative;Slice All;0.7;0.14372074288543651
Explorative;Slice All;0.8;0.17204071714974048
Explorative;Slice All;0.9;0.20747390986763717
Slice and Drill;Explorative;0.1;0.021645767921512828
Slice and Drill;Explorative;0.2;0.03609558312580603
Slice and Drill;Explorative;0.3;0.05580659469807021
Slice and Drill;Explorative;0.4;0.07493498930994404
Slice and Drill;Explorative;0.5;0.10228285705005635
Slice and Drill;Explorative;0.6;0.12962608863683248
Slice and Drill;Explorative;0.7;0.15412023541112066
Slice and Drill;Explorative;0.8;0.192923700870191
Slice and Drill;Explorative;0.9;0.2213685035630721
Slice and Drill;Slice and Drill;0.1;0.021635831801976382
Slice and Drill;Slice and Drill;0.2;0.03874025308883809
Slice and Drill;Slice and Drill;0.3;0.054453638714022
Slice and Drill;Slice and Drill;0.4;0.07986064408020764
Slice and Drill;Slice and Drill;0.5;0.09473592645186227
Slice and Drill;Slice and Drill;0.6;0.12588847450075
Slice and Drill;Slice and Drill;0.7;0.15296102848967705
Slice and Drill;Slice and Drill;0.8;0.18306087470330817
Slice and Drill;Slice and Drill;0.9;0.21183539219209002
Slice and Drill;Goal Oriented;0.1;0.021170147321512466
Slice and Drill;Goal Oriented;0.2;0.03971575243433486
Slice and Drill;Goal Oriented;0.3;0.05998119789622575
Slice and Drill;Goal Oriented;0.4;0.08085990371155244
Slice and Drill;Goal Oriented;0.5;0.10177626246766754
Slice and Drill;Goal Oriented;0.6;0.1271133462121736
Slice and Drill;Goal Oriented;0.7;0.1507308385374352
Slice and Drill;Goal Oriented;0.8;0.18306087470330817
Slice and Drill;Goal Oriented;0.9;0.22575272411229658
Slice and Drill;Slice All;0.1;0.020510817828476233
Slice and Drill;Slice All;0.2;0.03779900069193445
Slice and Drill;Slice All;0.3;0.059096588229542724
Slice and Drill;Slice All;0.4;0.08156306592704
Slice and Drill;Slice All;0.5;0.10200302304936827
Slice and Drill;Slice All;0.6;0.12121195502039035
Slice and Drill;Slice All;0.7;0.15206374315830437
Slice and Drill;Slice All;0.8;0.18441366209996235
Slice and Drill;Slice All;0.9;0.21270159422268592
Goal Oriented;Explorative;0.1;0.016151986804212527
Goal Oriented;Explorative;0.2;0.030269545230804197
Goal Oriented;Explorative;0.3;0.03600712215913773
Goal Oriented;Explorative;0.4;0.059595085348661384
Goal Oriented;Explorative;0.5;0.06822953634733814
Goal Oriented;Explorative;0.6;0.09275978716573198
Goal Oriented;Explorative;0.7;0.09536999417757229
Goal Oriented;Explorative;0.8;0.13206373591415704
Goal Oriented;Explorative;0.9;0.17241118794815122
Goal Oriented;Slice and Drill;0.1;0.01778558811578265
Goal Oriented;Slice and Drill;0.2;0.02763116568491239
Goal Oriented;Slice and Drill;0.3;0.040088280525788555
Goal Oriented;Slice and Drill;0.4;0.05900582499127451
Goal Oriented;Slice and Drill;0.5;0.06899860569718462
Goal Oriented;Slice and Drill;0.6;0.09531616211531174
Goal Oriented;Slice and Drill;0.7;0.11804012017871814
Goal Oriented;Slice and Drill;0.8;0.13746018678735555
Goal Oriented;Slice and Drill;0.9;0.165062979740686
Goal Oriented;Goal Oriented;0.1;0.0158889865182375
Goal Oriented;Goal Oriented;0.2;0.03200380111915243
Goal Oriented;Goal Oriented;0.3;0.0419329743281255
Goal Oriented;Goal Oriented;0.4;0.05088946939627399
Goal Oriented;Goal Oriented;0.5;0.06958636984144935
Goal Oriented;Goal Oriented;0.6;0.09273052671615328
Goal Oriented;Goal Oriented;0.7;0.10725574263243248
Goal Oriented;Goal Oriented;0.8;0.1430231282488842
Goal Oriented;Goal Oriented;0.9;0.17444063246093566
Goal Oriented;Slice All;0.1;0.01728122336509786
Goal Oriented;Slice All;0.2;0.028915356451437044
Goal Oriented;Slice All;0.3;0.037756042516589726
Goal Oriented;Slice All;0.4;0.05378626970963231
Goal Oriented;Slice All;0.5;0.0651249099239726
Goal Oriented;Slice All;0.6;0.09068671012802663
Goal Oriented;Slice All;0.7;0.10378115644119439
Goal Oriented;Slice All;0.8;0.13739104488237341
Goal Oriented;Slice All;0.9;0.1793828035274595
Slice All;Explorative;0.1;0.04451070192483209
Slice All;Explorative;0.2;0.11303452864189754
Slice All;Explorative;0.3;0.1446073545274238
Slice All;Explorative;0.4;0.20632110926716718
Slice All;Explorative;0.5;0.22216204442683524
Slice All;Explorative;0.6;0.2521830549603267
Slice All;Explorative;0.7;0.2908543900493154
Slice All;Explorative;0.8;0.3098984224755386
Slice All;Explorative;0.9;0.3749303564516962
Slice All;Slice and Drill;0.1;0.05242576417134459
Slice All;Slice and Drill;0.2;0.10062839304847333
Slice All;Slice and Drill;0.3;0.14285419314334039
Slice All;Slice and Drill;0.4;0.17060939963759839
Slice All;Slice and Drill;0.5;0.19831765454261524
Slice All;Slice and Drill;0.6;0.21058854089916798
Slice All;Slice and Drill;0.7;0.24116894547952034
Slice All;Slice and Drill;0.8;0.3166562903126239
Slice All;Slice and Drill;0.9;0.3778164883440252
Slice All;Goal Oriented;0.1;0.05535803105772483
Slice All;Goal Oriented;0.2;0.10582034741269697
Slice All;Goal Oriented;0.3;0.16187345375935133
Slice All;Goal Oriented;0.4;0.17729008605834806
Slice All;Goal Oriented;0.5;0.2221111099604098
Slice All;Goal Oriented;0.6;0.2541575505193651
Slice All;Goal Oriented;0.7;0.2797846678018989
Slice All;Goal Oriented;0.8;0.29827710334823576
Slice All;Goal Oriented;0.9;0.36172039616347224
Slice All;Slice All;0.1;0.058718220165392236
Slice All;Slice All;0.2;0.10134394116906704
Slice All;Slice All;0.3;0.14972949263708912
Slice All;Slice All;0.4;0.18896596428104828
Slice All;Slice All;0.5;0.2040345373683299
Slice All;Slice All;0.6;0.27873143913103593
Slice All;Slice All;0.7;0.2895708709981889
Slice All;Slice All;0.8;0.3165214414708133
Slice All;Slice All;0.9;0.3934876559978914
Explorative;Explorative;0.1;0.021621725778615396
Explorative;Explorative;0.2;0.03918456253166191
Explorative;Explorative;0.3;0.05703865244716492
Explorative;Explorative;0.4;0.08097282038706918
Explorative;Explorative;0.5;0.0938758146408762
Explorative;Explorative;0.6;0.1214959194122325
Explorative;Explorative;0.7;0.14701348649877435
Explorative;Explorative;0.8;0.1700364132320928
Explorative;Explorative;0.9;0.20856806312840423
Explorative;Slice and Drill;0.1;0.02050319978560789
Explorative;Slice and Drill;0.2;0.036838263280128625
Explorative;Slice and Drill;0.3;0.05929808177556118
Explorative;Slice and Drill;0.4;0.07578756737175879
Explorative;Slice and Drill;0.5;0.09608278167958853
Explorative;Slice and Drill;0.6;0.12266415629596959
Explorative;Slice and Drill;0.7;0.14150403992471816
Explorative;Slice and Drill;0.8;0.1696323408587067
Explorative;Slice and Drill;0.9;0.1969886379685212
Explorative;Goal Oriented;0.1;0.020456568248997633
Explorative;Goal Oriented;0.2;0.03499871402748805
Explorative;Goal Oriented;0.3;0.0515840968749381
Explorative;Goal Oriented;0.4;0.08146827766473899
Explorative;Goal Oriented;0.5;0.09186173265437397
Explorative;Goal Oriented;0.6;0.11980320714562585
Explorative;Goal Oriented;0.7;0.14404985708874596
Explorative;Goal Oriented;0.8;0.17237181225492992
Explorative;Goal Oriented;0.9;0.2117258103859617
Explorative;Slice All;0.1;0.022184876163349767
Explorative;Slice All;0.2;0.036204998978718345
Explorative;Slice All;0.3;0.05610635362139181
Explorative;Slice All;0.4;0.07418235723101681
Explorative;Slice All;0.5;0.10018213167972786
Explorative;Slice All;0.6;0.11980320714562585
Explorative;Slice All;0.7;0.1476501462556678
Explorative;Slice All;0.8;0.17808628217356737
Explorative;Slice All;0.9;0.2150371196860686
Slice and Drill;Explorative;0.1;0.0209790719496103
