rowid;session;analysis;userId;cube;Measures;GroupBy;Filters;nbCells
86;9E660CDDDD20A34952D94F30C37A47CC7CAA6D82FDC1E2C23E4317D98C53AFFD;7;I050582;Sales;[];[Retailer];[Year=>[EQUAL 2013]];7
87;9E660CDDDD20A34952D94F30C37A47CC7CAA6D82FDC1E2C23E4317D98C53AFFD;7;I050582;Sales;[];[Retailer];[Year=>[EQUAL 2013]];7
