rowid;session;analysis;userId;cube;Measures;GroupBy;Filters;nbCells
178;C6928871440D2A9EE67A2BB9C0178CFDF02AE89A4780F79CA2D407A0EA5F584D;1;I051069;Films;[];[];[Country=>[EQUAL Spain]];6
252;C6928871440D2A9EE67A2BB9C0178CFDF02AE89A4780F79CA2D407A0EA5F584D;1;I051069;Films;[Sales Revenue];[];[];95
481;C6928871440D2A9EE67A2BB9C0178CFDF02AE89A4780F79CA2D407A0EA5F584D;1;I051069;Films;[Sales Revenue];[];[Country=>[EQUAL Spain]];89
