rowid;session;analysis;userId;cube;Measures;GroupBy;Filters;nbCells
168;0001BDAD11490DEA53791D77A9DD35BBD6DDA9EC2E01D78617538C4CBBFE4521;6;I316785;Sales;[Sales Quantity];[Region, Month, Country];[Year=>[EQUAL 2010]];26
169;0001BDAD11490DEA53791D77A9DD35BBD6DDA9EC2E01D78617538C4CBBFE4521;6;I316785;Sales;[Sales Quantity];[Region, Month, Country];[Year=>[EQUAL 2010]];26
