rowid;session;analysis;userId;cube;Measures;GroupBy;Filters;nbCells
165;0001BDAD11490DEA53791D77A9DD35BBD6DDA9EC2E01D78617538C4CBBFE4521;3;I316785;Films;[];[Genre, Media];[Country=>[EQUAL Iceland]];75
167;0001BDAD11490DEA53791D77A9DD35BBD6DDA9EC2E01D78617538C4CBBFE4521;3;I316785;Films;[Sales Revenue];[Genre, Media];[Country=>[EQUAL Iceland]];49
