rowid;session;analysis;userId;cube;Measures;GroupBy;Filters;nbCells
94;687ECC64E4980354EB0247A82F3E2C895961472A05E14D1ACBD44B5029F9DAA2;7;I051069;Sales;[];[Retailer];[Year=>[EQUAL 2013]];7
96;687ECC64E4980354EB0247A82F3E2C895961472A05E14D1ACBD44B5029F9DAA2;7;I051069;Sales;[];[Retailer];[Year=>[EQUAL 2013]];7
458;687ECC64E4980354EB0247A82F3E2C895961472A05E14D1ACBD44B5029F9DAA2;7;I051069;Sales;[];[];[];0
