;qid;NoC;AggDepth;IterDistance;CpQ;IsRelax;FilterDepth;NoAgg;IterCommonMeasures;NoQ;IterCommonFilters;NoF;NoM;IVA;QF;IterRecall;ElapsedTime;ExecTime;RNI;CD;IterPrecision;IterCommonAgg;RQP;ConsTime;IterIdentity;IsRefine;salimLabel
647;dibstudent16--2016-10-06--22-03.log-116;3;0.0571428571428571;0;2;0.0;0.0428571428571429;2;1;117;3;3;1;0;0.0186412266500712;1;6276.411;0.016;0.126439131718038;7;1;2;0.709090909090909;3.093;0;0;1
648;dibstudent16--2016-10-06--22-03.log-117;3;0.0571428571428571;0;2;0.0;0.0428571428571429;2;1;118;3;3;1;0;0.0187911973113937;1;6279.536;0.032;0.126439131718038;6;1;2;0.715151515151515;2.234;1;0;1
649;dibstudent16--2016-10-06--22-03.log-118;3;0.0571428571428571;0;2;0.0;0.0428571428571429;2;1;119;3;3;1;0;0.0189436118718183;1;6281.801;0.031;0.126439131718038;5;1;2;0.721212121212121;2.953;1;0;1
650;dibstudent16--2016-10-06--22-03.log-119;3;0.0571428571428571;0;2;0.0;0.0428571428571429;2;1;120;3;3;1;0;0.0190937774970285;1;6284.77;0.016;0.126439131718038;4;1;2;0.727272727272727;1.5;1;0;1
651;dibstudent16--2016-10-06--22-03.log-12;90;0.0285714285714286;1;3;0.0;0;2;3;13;0;0;3;0.000990862049983486;0.0108419798122336;0;1199.043;0.234;0.241215719929555;6;0;1;0.0787878787878788;11.735;0;1;1
652;dibstudent16--2016-10-06--22-03.log-120;3;0.0571428571428571;0;2;0.0;0.0428571428571429;2;1;121;3;3;1;0;0.0192478206217651;1;6286.426;0.156;0.126439131718038;3;1;2;0.733333333333333;9.016;1;0;1
653;dibstudent16--2016-10-06--22-03.log-121;3;0.0571428571428571;1;1;0.0;0.0857142857142857;2;1;122;3;4;1;0;0.0193787644639842;1;6295.551;0.109;0.126439131718038;2;1;2;0.739393939393939;3.86;0;1;1
654;dibstudent16--2016-10-06--22-03.log-122;3;0.0571428571428571;0;1;0.0;0.0857142857142857;2;1;123;4;4;1;0;0.0195255885218748;1;6299.426;0.015;0.126439131718038;1;1;2;0.745454545454545;7.672;0;0;1
655;dibstudent16--2016-10-06--22-03.log-123;3;0.0571428571428571;1;0;1.0;0.0428571428571429;2;1;124;3;3;1;0;0.0196603889776249;1;6307.098;0;0.126439131718038;0;1;2;0.751515151515151;6.156;0;0;1
656;dibstudent16--2016-10-06--22-03.log-125;3;0.0571428571428571;0;0;0.0;0.0428571428571429;2;1;126;3;3;1;0;0.0199480369469308;1;6316.411;0.016;0.00386123697450669;1;1;2;0.763636363636364;6.625;1;0;1
657;dibstudent16--2016-10-06--22-03.log-126;3;0.0571428571428571;0;0;0.0;0.0428571428571429;2;1;127;3;3;1;0;0.0200852404954507;1;6323.051;0.015;0.00386123697450669;0;1;2;0.76969696969697;5.891;1;0;1
658;dibstudent16--2016-10-06--22-03.log-128;1;0.0285714285714286;1;0;1.0;0;1;1;129;0;0;1;1.00472219431327e-05;0.0203449847010446;0;6340.629;0.031;0;1;0;0;0.781818181818182;9.532;0;0;1
659;dibstudent16--2016-10-06--22-03.log-129;1;0.0285714285714286;0;0;0.0;0;1;1;130;0;0;1;0;0.0204718735354737;1;6350.176;0.015;0;0;1;1;0.787878787878788;23.641;1;0;1
660;dibstudent16--2016-10-06--22-03.log-13;90;0.0285714285714286;0;3;0.0;0;2;3;14;0;0;3;0;0.0115611709814608;1;1210.95;0.172;0.241215719929555;5;1;2;0.0848484848484849;31.312;1;0;1
661;dibstudent16--2016-10-06--22-03.log-130;1;0.0285714285714286;2;3;0.0;0;1;0;131;0;0;1;0;0.0205527852004885;0;6373.832;0.015;0;1;0;1;0.793939393939394;6.641;0;0;0
662;dibstudent16--2016-10-06--22-03.log-137;6;0.0285714285714286;3;0;0.0;0.0428571428571429;2;1;138;0;3;1;0;0.0213535885014949;0.5;6462.614;0.032;0.308281553006882;10;1;2;0.836363636363636;17.765;0;1;1
663;dibstudent16--2016-10-06--22-03.log-138;6;0.0285714285714286;0;0;0.0;0.0428571428571429;2;1;139;3;3;1;0;0.0214493098028747;1;6480.395;0.016;0.308281553006882;9;1;2;0.842424242424242;3.359;1;0;1
664;dibstudent16--2016-10-06--22-03.log-139;6;0.0285714285714286;0;0;0.0;0.0428571428571429;2;1;140;3;3;1;0;0.0215923760404826;1;6483.77;0.016;0.308281553006882;8;1;2;0.848484848484849;7.453;1;0;1
665;dibstudent16--2016-10-06--22-03.log-14;18;0.0142857142857143;1;3;1.0;0;1;3;15;0;0;3;0;0.0120745919995363;0;1242.278;0.016;0.341865390254818;4;0;1;0.0909090909090909;19.953;0;0;0
666;dibstudent16--2016-10-06--22-03.log-140;6;0.0285714285714286;0;0;0.0;0.0428571428571429;2;1;141;3;3;1;0;0.0217215348528959;1;6491.254;0.031;0.308281553006882;7;1;2;0.854545454545454;8.719;1;0;1
667;dibstudent16--2016-10-06--22-03.log-141;6;0.0285714285714286;0;0;0.0;0.0428571428571429;2;1;142;3;3;1;0;0.0218461908166306;1;6499.989;0.016;0.308281553006882;6;1;2;0.860606060606061;162.265;1;0;1
668;dibstudent16--2016-10-06--22-03.log-142;6;0.0285714285714286;0;0;0.0;0.0428571428571429;2;1;143;3;3;1;0;0.0214641040627797;1;6662.286;0.032;0.308281553006882;5;1;2;0.866666666666667;3.968;1;0;1
669;dibstudent16--2016-10-06--22-03.log-143;6;0.0285714285714286;0;0;0.0;0.0428571428571429;2;1;144;3;3;1;0;0.0216011848249877;1;6666.301;0.047;0.308281553006882;4;1;2;0.872727272727273;7.735;1;0;1
670;dibstudent16--2016-10-06--22-03.log-144;6;0.0285714285714286;0;0;0.0;0.0428571428571429;2;1;145;3;3;1;0;0.0217258831833723;1;6674.067;0.031;0.308281553006882;3;1;2;0.878787878787879;8.578;1;0;1
671;dibstudent16--2016-10-06--22-03.log-145;6;0.0285714285714286;0;0;0.0;0.0428571428571429;2;1;146;3;3;1;0;0.0218475353286618;1;6682.676;0.031;0.308281553006882;2;1;2;0.884848484848485;6.797;1;0;1
672;dibstudent16--2016-10-06--22-03.log-146;6;0.0285714285714286;0;0;0.0;0.0428571428571429;2;1;147;3;3;1;0;0.0219747233875636;1;6689.504;0.031;0.308281553006882;1;1;2;0.890909090909091;2.328;1;0;1
673;dibstudent16--2016-10-06--22-03.log-147;6;0.0285714285714286;0;0;0.0;0.0428571428571429;2;1;148;3;3;1;0;0.0221164088212193;1;6691.864;0.032;0.308281553006882;0;1;2;0.896969696969697;49.343;1;0;1
674;dibstudent16--2016-10-06--22-03.log-148;30;0.0571428571428571;2;0;0.0;0.0428571428571429;3;1;149;3;3;1;0.000301286493326504;0.0221023519869273;0;6741.364;0.157;0.405829770879184;1;0;2;0.903030303030303;6.359;0;1;1
675;dibstudent16--2016-10-06--22-03.log-149;30;0.0571428571428571;0;0;0.0;0.0428571428571429;3;1;150;3;3;1;0;0.0222294113785243;1;6747.817;0.094;0.405829770879184;0;1;3;0.909090909090909;19.672;1;0;1
676;dibstudent16--2016-10-06--22-03.log-150;18;0.0571428571428571;3;0;0.0;0.128571428571429;3;1;151;3;6;1;0;0.0223118406278522;0.6;6767.707;0.218;0.506344291907431;14;1;3;0.915151515151515;3.485;0;1;1
677;dibstudent16--2016-10-06--22-03.log-151;18;0.0571428571428571;0;0;0.0;0.128571428571429;3;1;152;6;6;1;0;0.022447471440023;1;6771.364;0.172;0.506344291907431;13;1;3;0.921212121212121;35.484;1;0;1
678;dibstudent16--2016-10-06--22-03.log-152;18;0.0571428571428571;0;0;0.0;0.128571428571429;3;1;153;6;6;1;0;0.0224770040416004;1;6806.957;0.109;0.506344291907431;12;1;3;0.927272727272727;4.375;1;0;1
679;dibstudent16--2016-10-06--22-03.log-153;18;0.0571428571428571;0;0;0.0;0.128571428571429;3;1;154;6;6;1;0;0.0226089129326359;1;6811.473;0.141;0.506344291907431;11;1;3;0.933333333333333;1.766;1;0;1
680;dibstudent16--2016-10-06--22-03.log-154;18;0.0571428571428571;0;0;0.0;0.128571428571429;3;1;155;6;6;1;0;0.0227495152151693;1;6813.332;0.093;0.506344291907431;10;1;3;0.939393939393939;18.344;1;0;1
681;dibstudent16--2016-10-06--22-03.log-155;18;0.0571428571428571;0;0;0.0;0.128571428571429;3;1;156;6;6;1;0;0.0228340745869191;1;6831.895;0.219;0.506344291907431;9;1;3;0.945454545454545;7.812;1;0;1
682;dibstudent16--2016-10-06--22-03.log-156;18;0.0571428571428571;0;0;0.0;0.128571428571429;3;1;157;6;6;1;0;0.022954092254105;1;6839.739;0.032;0.506344291907431;8;1;3;0.951515151515152;3.75;1;0;1
683;dibstudent16--2016-10-06--22-03.log-157;18;0.0571428571428571;0;0;0.0;0.128571428571429;3;1;158;6;6;1;0;0.0230872707602054;1;6843.598;0.109;0.506344291907431;7;1;3;0.957575757575758;3.266;1;0;1
684;dibstudent16--2016-10-06--22-03.log-158;18;0.0571428571428571;0;0;0.0;0.128571428571429;3;1;159;6;6;1;0;0.0232219405567979;1;6846.973;0.109;0.506344291907431;6;1;3;0.963636363636364;2.203;1;0;1
685;dibstudent16--2016-10-06--22-03.log-159;18;0.0571428571428571;0;0;0.0;0.128571428571429;3;1;160;6;6;1;0;0.023360208279617;1;6849.254;0.078;0.506344291907431;5;1;3;0.96969696969697;56.125;1;0;1
686;dibstudent16--2016-10-06--22-03.log-16;18;0.0285714285714286;0;2;0.0;0;2;3;17;0;0;3;0;0.013422193518028;1;1266.559;0.047;0.341865390254818;2;1;2;0.103030303030303;9.594;1;0;1
687;dibstudent16--2016-10-06--22-03.log-160;18;0.0571428571428571;0;0;0.0;0.128571428571429;3;1;161;6;6;1;0;0.0233148942930207;1;6905.457;0.078;0.506344291907431;4;1;3;0.975757575757576;4.391;1;0;1
688;dibstudent16--2016-10-06--22-03.log-161;18;0.0571428571428571;0;0;0.0;0.128571428571429;3;1;162;6;6;1;0;0.0234444804312395;1;6909.942;0.094;0.506344291907431;3;1;3;0.981818181818182;9.703;1;0;1
689;dibstudent16--2016-10-06--22-03.log-162;18;0.0571428571428571;0;0;0.0;0.128571428571429;3;1;163;6;6;1;0;0.0235558017433895;1;6919.739;0.094;0.506344291907431;2;1;3;0.987878787878788;12.484;1;0;1
690;dibstudent16--2016-10-06--22-03.log-163;18;0.0571428571428571;0;0;0.0;0.128571428571429;3;1;164;6;6;1;0;0.0236574743915052;1;6932.27;0.047;0.506344291907431;1;1;3;0.993939393939394;42.812;1;0;1
691;dibstudent16--2016-10-06--22-03.log-164;18;0.0571428571428571;0;0;0.0;0.128571428571429;3;1;165;6;6;1;0;0.023654364151338;1;6975.457;0.375;0.506344291907431;0;1;3;1;0;1;0;1
692;dibstudent16--2016-10-06--22-03.log-17;18;0.0285714285714286;0;2;0.0;0;2;3;18;0;0;3;0;0.014104726023533;1;1276.168;0.015;0.341865390254818;1;1;2;0.109090909090909;2.547;1;0;1
693;dibstudent16--2016-10-06--22-03.log-19;18;0.0571428571428571;3;1;0.0;0;2;3;20;0;0;3;0.000198093896506944;0.015581481409345;0;1283.575;0.047;0.341865390254818;2;0;1;0.121212121212121;17.343;0;1;1
694;dibstudent16--2016-10-06--22-03.log-2;18;0.0142857142857143;1;6;0.0;0;1;2;3;0;0;3;0;0.049857076381041;1;60.172;0.031;0.341865390254818;3;0.666666666666667;1;0.0181818181818182;18.375;0;0;1
695;dibstudent16--2016-10-06--22-03.log-20;3;0.0428571428571429;1;1;1.0;0;1;3;21;0;0;3;2.20099484967205e-05;0.0161412807875715;0;1301.012;0.094;0.896962601658706;1;0;1;0.127272727272727;25;0;0;0
696;dibstudent16--2016-10-06--22-03.log-22;18;0.0142857142857143;3;0;1.0;0;1;3;23;0;0;3;0;0.0173062843633206;0;1328.997;0.016;0.341865390254818;0;0;1;0.139393939393939;21.765;0;0;0
697;dibstudent16--2016-10-06--22-03.log-24;108;0.0428571428571429;1;1;0.0;0;2;3;25;0;0;4;0.00032975729862821;0.0178597835537112;1;1399.793;0.031;0.439725013710382;3;0.722222222222222;2;0.151515151515152;22.766;0;0;1
698;dibstudent16--2016-10-06--22-03.log-26;48;0.0428571428571429;1;1;0.0;0;2;2;27;0;0;2;0;0.0188278873088185;0.615384615384615;1434.043;0.015;0.227564230231277;1;1;2;0.163636363636364;3.844;0;0;0
699;dibstudent16--2016-10-06--22-03.log-27;30;0.0428571428571429;1;0;0.0;0;2;1;28;0;0;1;0;0.0194728017119375;0.625;1437.903;0.016;0.203363774673103;0;1;2;0.16969696969697;7.687;0;0;0
700;dibstudent16--2016-10-06--22-03.log-29;30;0.0428571428571429;0;1;0.0;0;2;1;30;0;0;1;0;0.01930234877414;1;1554.215;0.062;0.331420357636654;3;1;2;0.181818181818182;1.891;1;0;1
701;dibstudent16--2016-10-06--22-03.log-3;18;0.0142857142857143;0;6;0.0;0;1;3;4;0;0;3;0;0.0509145526520118;1;78.563;0.016;0.341865390254818;2;1;1;0.0242424242424242;711.381;1;0;1
702;dibstudent16--2016-10-06--22-03.log-30;30;0.0428571428571429;0;1;0.0;0;2;1;31;0;0;1;0;0.0199213172231997;1;1556.122;0.016;0.331420357636654;2;1;2;0.187878787878788;190.765;1;0;1
703;dibstudent16--2016-10-06--22-03.log-33;10;0.0428571428571429;2;0;0.0;0.0285714285714286;2;1;34;0;2;1;0;0.0150757066515791;0.333333333333333;2255.284;0.063;0.373139739453478;0;1;2;0.206060606060606;427.672;0;1;1
704;dibstudent16--2016-10-06--22-03.log-34;126;0.0857142857142857;3;17;0.0;0.0285714285714286;3;1;35;2;2;1;0.00138306513578187;0.0130436451547144;0;2683.299;0.343;0.181902683017153;1;0;2;0.212121212121212;21.25;0;1;1
705;dibstudent16--2016-10-06--22-03.log-35;126;0.0857142857142857;0;17;0.0;0.0285714285714286;3;1;36;2;2;1;0;0.0133101342622821;1;2704.706;0.157;0.181902683017153;0;1;3;0.218181818181818;37.234;1;0;1
706;dibstudent16--2016-10-06--22-03.log-37;57;0.0857142857142857;1;1;0.0;0.0142857142857143;3;1;38;0;1;1;0;0.0136953766210551;0.125274725274725;2774.659;0.063;0.0937097056036753;17;1;3;0.23030303030303;11.328;0;1;1
707;dibstudent16--2016-10-06--22-03.log-38;57;0.0857142857142857;0;1;0.0;0.0142857142857143;3;1;39;1;1;1;0;0.0139985542006072;1;2786.002;0.015;0.0937097056036753;16;1;3;0.236363636363636;12.407;1;0;1
708;dibstudent16--2016-10-06--22-03.log-39;57;0.0857142857142857;0;1;0.0;0.0142857142857143;3;1;40;1;1;1;0;0.0142934378469509;1;2798.487;0.078;0.0937097056036753;15;1;3;0.242424242424242;2.312;1;0;1
709;dibstudent16--2016-10-06--22-03.log-4;18;0.0285714285714286;1;6;0.0;0;2;3;5;0;0;3;0.000198815940620306;0.00632756006752772;0;790.194;0.25;0.341865390254818;1;0;1;0.0303030303030303;7.844;0;1;1
710;dibstudent16--2016-10-06--22-03.log-40;57;0.0857142857142857;0;1;0.0;0.0142857142857143;3;1;41;1;1;1;0;0.0146380265940811;1;2800.924;0.125;0.0937097056036753;14;1;3;0.248484848484848;79.985;1;0;1
711;dibstudent16--2016-10-06--22-03.log-41;57;0.0857142857142857;0;1;0.0;0.0142857142857143;3;1;42;1;1;1;0;0.0145782613132514;1;2881.002;0.093;0.0937097056036753;13;1;3;0.254545454545455;11.766;1;0;1
712;dibstudent16--2016-10-06--22-03.log-42;57;0.0857142857142857;0;1;0.0;0.0142857142857143;3;1;43;1;1;1;0;0.0148642547857715;1;2892.846;0.078;0.0937097056036753;12;1;3;0.260606060606061;16.969;1;0;1
713;dibstudent16--2016-10-06--22-03.log-43;57;0.0857142857142857;0;1;0.0;0.0142857142857143;3;1;44;1;1;1;0;0.0151209919920601;1;2909.862;0.047;0.0937097056036753;11;1;3;0.266666666666667;4.484;1;0;1
714;dibstudent16--2016-10-06--22-03.log-44;57;0.0857142857142857;0;1;0.0;0.0142857142857143;3;1;45;1;1;1;0;0.0154402742741699;1;2914.456;0.11;0.0937097056036753;10;1;3;0.272727272727273;3.781;1;0;1
715;dibstudent16--2016-10-06--22-03.log-45;57;0.0857142857142857;0;1;0.0;0.0142857142857143;3;1;46;1;1;1;0;0.0157626879357869;1;2918.284;0.047;0.0937097056036753;9;1;3;0.278787878787879;3.39;1;0;1
716;dibstudent16--2016-10-06--22-03.log-46;57;0.0857142857142857;0;1;0.0;0.0142857142857143;3;1;47;1;1;1;0;0.0160864919331377;1;2921.706;0.032;0.0937097056036753;8;1;3;0.284848484848485;3.5;1;0;1
717;dibstudent16--2016-10-06--22-03.log-47;57;0.0857142857142857;0;1;0.0;0.0142857142857143;3;1;48;1;1;1;0;0.0164083995964901;1;2925.331;0.125;0.0937097056036753;7;1;3;0.290909090909091;1.796;1;0;1
718;dibstudent16--2016-10-06--22-03.log-48;57;0.0857142857142857;0;1;0.0;0.0142857142857143;3;1;49;1;1;1;0;0.0167394262339605;1;2927.221;0.094;0.0937097056036753;6;1;3;0.296969696969697;32.531;1;0;1
719;dibstudent16--2016-10-06--22-03.log-49;57;0.0857142857142857;0;1;0.0;0.0142857142857143;3;1;50;1;1;1;0;0.0168931246334192;1;2959.784;0.032;0.0937097056036753;5;1;3;0.303030303030303;6.422;1;0;1
720;dibstudent16--2016-10-06--22-03.log-5;18;0.0142857142857143;1;5;1.0;0;1;3;6;0;0;3;0;0.0075181469271454;0;798.069;0.031;0.341865390254818;0;0;1;0.0363636363636364;3.219;0;0;1
721;dibstudent16--2016-10-06--22-03.log-50;57;0.0857142857142857;0;1;0.0;0.0142857142857143;3;1;51;1;1;1;0;0.0171934144502895;1;2966.252;0.046;0.0937097056036753;4;1;3;0.309090909090909;3.782;1;0;1
722;dibstudent16--2016-10-06--22-03.log-51;57;0.0857142857142857;0;1;0.0;0.0142857142857143;3;1;52;1;1;1;0;0.0175080343359489;1;2970.065;0.031;0.0937097056036753;3;1;3;0.315151515151515;3.109;1;0;1
723;dibstudent16--2016-10-06--22-03.log-52;57;0.0857142857142857;0;1;0.0;0.0142857142857143;3;1;53;1;1;1;0;0.0178259714313582;1;2973.19;0.016;0.0937097056036753;2;1;3;0.321212121212121;13.891;1;0;1
724;dibstudent16--2016-10-06--22-03.log-53;57;0.0857142857142857;0;1;0.0;0.0142857142857143;3;1;54;1;1;1;0;0.0180770927749877;1;2987.206;0.125;0.0937097056036753;1;1;3;0.327272727272727;27.078;1;0;1
725;dibstudent16--2016-10-06--22-03.log-58;485;0.0857142857142857;0;2;0.0;0.0142857142857143;3;1;59;1;1;1;0;0.0151989308196191;1;3881.852;0.062;0.109327824863038;2;1;3;0.357575757575758;11.578;1;0;1
726;dibstudent16--2016-10-06--22-03.log-59;906;0.0857142857142857;1;0;0.0;0.0285714285714286;3;1;60;1;2;1;0;0.0153824263470198;1;3900.555;7.125;0.0925149911625155;1;0.535320088300221;3;0.363636363636364;30.985;0;1;1
727;dibstudent16--2016-10-06--22-03.log-6;306;0.0571428571428571;3;0;0.0;0;2;3;7;0;0;3;0.00224818161780913;0.00873304697256451;0;801.553;0.265;0.191801331217648;3;0;1;0.0424242424242424;23.344;0;1;1
728;dibstudent16--2016-10-06--22-03.log-60;906;0.0857142857142857;0;0;0.0;0.0285714285714286;3;1;61;2;2;1;0;0.0155082156679249;1;3933.399;1.859;0.0925149911625155;0;1;3;0.36969696969697;18.516;1;0;1
729;dibstudent16--2016-10-06--22-03.log-61;481;0.0857142857142857;3;0;0.0;0.0142857142857143;3;1;62;0;1;1;0;0.0156773183087309;0;3954.758;2.843;0.201009804686016;0;0;3;0.375757575757576;298.813;0;0;1
730;dibstudent16--2016-10-06--22-03.log-62;1510;0.0857142857142857;2;0;0.0;0.0428571428571429;3;1;63;1;3;1;0;0.0147814388299482;1;4262.102;8.531;0.18302176754889;1;0.318543046357616;3;0.381818181818182;16.891;0;1;1
731;dibstudent16--2016-10-06--22-03.log-63;1510;0.0857142857142857;0;0;0.0;0.0428571428571429;3;1;64;3;3;1;0;0.01495613645605;1;4279.18;0.187;0.18302176754889;0;1;3;0.387878787878788;40.266;1;0;1
732;dibstudent16--2016-10-06--22-03.log-64;291;0.0857142857142857;2;0;0.0;0.1;3;1;65;3;5;1;0;0.0150476826337241;0.192715231788079;4319.602;0.156;0.149424537706695;2;1;3;0.393939393939394;22.344;0;1;1
733;dibstudent16--2016-10-06--22-03.log-65;291;0.0857142857142857;0;0;0.0;0.1;3;1;66;5;5;1;0;0.0151959098136567;1;4343.274;1.328;0.149424537706695;1;1;3;0.4;2.812;1;0;1
734;dibstudent16--2016-10-06--22-03.log-66;291;0.0857142857142857;0;0;0.0;0.1;3;1;67;5;5;1;0;0.0154151696312875;1;4346.368;0.282;0.149424537706695;0;1;3;0.406060606060606;60.703;1;0;1
735;dibstudent16--2016-10-06--22-03.log-67;160;0.0857142857142857;2;1;0.0;0.1;3;1;68;4;5;1;0;0.0154293115168919;0.422680412371134;4407.196;0.125;0.162775497434008;2;0.76875;3;0.412121212121212;280.818;0;0;1
736;dibstudent16--2016-10-06--22-03.log-68;160;0.0857142857142857;0;1;0.0;0.1;3;1;69;5;5;1;0;0.0147182887536276;1;4688.045;0.031;0.162775497434008;1;1;3;0.418181818181818;33.782;1;0;1
737;dibstudent16--2016-10-06--22-03.log-69;836;0.0857142857142857;1;0;0.0;0.128571428571429;3;1;70;5;6;1;0;0.0148246728300597;1;4721.858;0.031;0.154781958876028;0;0.191387559808612;3;0.424242424242424;191.062;0;1;1
738;dibstudent16--2016-10-06--22-03.log-7;306;0.0571428571428571;0;0;0.0;0;2;3;8;0;0;3;0;0.00969634678014625;1;825.053;0.156;0.191801331217648;2;1;2;0.0484848484848485;1.703;1;0;1
739;dibstudent16--2016-10-06--22-03.log-71;1010;0.1;4;1;0.0;0.128571428571429;3;1;72;6;6;1;0.0105222582224676;0.0145472501757288;0;4949.389;0.531;0.250938909411226;2;0;2;0.436363636363636;289.428;0;1;1
740;dibstudent16--2016-10-06--22-03.log-72;2017;0.1;1;4;0.0;0.128571428571429;3;1;73;6;6;2;0.0103820854898241;0.0139331962408618;1;5239.286;0.469;0.165461242261128;1;0.500743678730788;3;0.442424242424242;13.531;0;0;1
741;dibstudent16--2016-10-06--22-03.log-73;1007;0.1;1;0;0.0;0.128571428571429;3;1;74;6;6;1;0;0.0140874698618571;0.499256321269212;5252.895;0.078;0.133587892132924;0;1;3;0.448484848484848;43.219;0;0;0
742;dibstudent16--2016-10-06--22-03.log-74;1010;0.1;2;0;0.0;0.128571428571429;3;0;75;6;6;1;0;0.0141612436970665;0;5296.145;0.031;0.250938909411226;0;0;3;0.454545454545455;17.141;0;0;0
743;dibstudent16--2016-10-06--22-03.log-78;1010;0.1;2;0;0.0;0.128571428571429;3;0;79;6;6;1;0;0.0146130843707698;0;5406.114;0.016;0.250938909411226;0;0;3;0.478787878787879;22.14;0;0;0
744;dibstudent16--2016-10-06--22-03.log-79;833;0.1;2;0;0.0;0.128571428571429;3;0;80;6;6;1;0.00844313804986823;0.0147368541274336;0;5428.567;0.313;0.165599837910317;0;0;3;0.484848484848485;9.14;0;0;0
745;dibstudent16--2016-10-06--22-03.log-8;306;0.0571428571428571;0;0;0.0;0;2;3;9;0;0;3;0;0.0108840641579302;1;826.897;0.141;0.191801331217648;1;1;2;0.0545454545454545;6.719;1;0;1
746;dibstudent16--2016-10-06--22-03.log-83;3;0.0428571428571429;4;0;1.0;0.128571428571429;2;1;84;6;6;1;3.01519659081772e-05;0.0152144090596734;0;5521.082;0.14;0.0873498906740038;2;0;2;0.509090909090909;6.204;0;0;0
747;dibstudent16--2016-10-06--22-03.log-88;9;0.0428571428571429;0;0;0.0;0.128571428571429;2;1;89;6;6;1;0;0.015690757385807;1;5672.129;0.125;0.00557279408090361;4;1;2;0.539393939393939;23.516;1;0;1
748;dibstudent16--2016-10-06--22-03.log-89;9;0.0428571428571429;0;0;0.0;0.128571428571429;2;1;90;6;6;1;0;0.0158015022312599;1;5695.661;0.016;0.00557279408090361;3;1;2;0.545454545454545;2.093;1;0;1
749;dibstudent16--2016-10-06--22-03.log-9;306;0.0571428571428571;0;0;0.0;0;2;3;10;0;0;3;0;0.0119957151305554;1;833.631;0.015;0.191801331217648;0;1;2;0.0606060606060606;14.438;1;0;1
750;dibstudent16--2016-10-06--22-03.log-90;9;0.0428571428571429;0;0;0.0;0.128571428571429;2;1;91;6;6;1;0;0.0159711157983118;1;5697.786;0.032;0.00557279408090361;2;1;2;0.551515151515152;17.843;1;0;1
751;dibstudent16--2016-10-06--22-03.log-91;9;0.0428571428571429;0;0;0.0;0.128571428571429;2;1;92;6;6;1;0;0.0160949827914893;1;5716.067;0.438;0.00557279408090361;1;1;2;0.557575757575758;3.14;1;0;1
752;dibstudent16--2016-10-06--22-03.log-92;9;0.0428571428571429;0;0;0.0;0.128571428571429;2;1;93;6;6;1;0;0.0162609501325617;1;5719.223;0.016;0.00557279408090361;0;1;2;0.563636363636364;11.484;1;0;1
753;dibstudent16--2016-10-06--22-03.log-93;3;0.0142857142857143;5;2;1.0;0.0428571428571429;1;1;94;3;3;1;0;0.0164028168871537;0;5730.723;0.016;0.000892731682594294;17;0;1;0.56969696969697;40.641;0;0;0
