qid;Metric - Aggregation Depth;Metric - Click Depth;Metric - Click Per Query.;Metric - Consideration time;Metric - Elapsed time;Metric - Execution time;Metric - Filter Depth;Metric - Increase in View Area;Metric - Is Refine;Metric - Is Relax;Metric - Iterative Common Aggregations;Metric - Iterative Common Filters;Metric - Iterative Common Measures;Metric - Iterative Distance;Metric - Iterative Identity;Metric - Iterative Precision;Metric - Iterative Recall;Metric - Number of aggregations;Metric - Number of Filters;Metric - Number of measures;Metric - Query frequency;Metric - Relative Query Position (RQP)...;Metric - Relevant New Information;Metric Number of queries...;Nb of cells;label
dibstudent03--2016-09-25--16-20.log-28;0.0428571428571429;15;10;0.875;207.594;0.016;0;0;0;0.0;3;0;1;0;1;1;1;3;0;1;0.139695752285712;0.604166666666667;0.20837116698156;29;20;1
dibstudent03--2016-09-25--16-20.log-29;0.0428571428571429;14;10;1.078;208.484;0.015;0;0;0;0.0;3;0;1;0;1;1;1;3;0;1;0.143895934460198;0.625;0.20837116698156;30;20;1
dibstudent03--2016-09-25--16-20.log-3;0.0428571428571429;2;14;2.109;20.094;0.047;0;0.0168776371308017;1;0.0;2;0;1;1;0;0;0;3;0;1;0.199064397332537;0.0833333333333333;0.20837116698156;4;20;1
dibstudent03--2016-09-25--16-20.log-30;0.0428571428571429;13;10;2.562;209.578;0.016;0;0;0;0.0;3;0;1;0;1;1;1;3;0;1;0.147916288923456;0.645833333333333;0.20837116698156;31;20;1
dibstudent03--2016-09-25--16-20.log-31;0.0428571428571429;12;10;2.875;212.187;0.047;0;0;0;0.0;3;0;1;0;1;1;1;3;0;1;0.150810370098074;0.666666666666667;0.20837116698156;32;20;1
dibstudent03--2016-09-25--16-20.log-32;0.0428571428571429;11;10;22.812;215.078;0.016;0;0;0;0.0;3;0;1;0;1;1;1;3;0;1;0.153432708133793;0.6875;0.20837116698156;33;20;1
dibstudent03--2016-09-25--16-20.log-4;0.0428571428571429;1;14;1.359;22.297;0.094;0;0;0;0.0;3;0;1;0;1;1;1;3;0;1;0.22424541418128;0.104166666666667;0.20837116698156;5;20;1
dibstudent03--2016-09-25--16-20.log-42;0.0428571428571429;1;1;1.203;291.594;0.172;0;0;1;0.0;2;0;1;1;0;0;0;3;0;1;0.147465311357573;0.895833333333333;0.20837116698156;43;20;1
dibstudent03--2016-09-25--16-20.log-43;0.0428571428571429;0;1;28.266;292.812;0.015;0;0;0;0.0;3;0;1;0;1;1;1;3;0;1;0.150267065557423;0.916666666666667;0.20837116698156;44;20;1
dibstudent03--2016-09-25--16-20.log-44;0.0428571428571429;0;0;97.719;321.484;0.406;0.0714285714285714;0;1;0.0;3;0;1;5;0;1;1;3;5;1;0.139975861940252;0.9375;0.20837116698156;45;20;1
dibstudent03--2016-09-25--16-20.log-45;0.0285714285714286;0;0;3.234;419.375;0.172;0;0;0;1.0;2;0;1;6;0;0;0;2;0;1;0.109687034277198;0.958333333333333;0.219110435981261;46;4;0
dibstudent03--2016-09-25--16-20.log-5;0.0428571428571429;0;14;18.313;23.765;0.109;0;0;0;0.0;3;0;1;0;1;1;1;3;0;1;0.252472122869766;0.125;0.20837116698156;6;20;1
dibstudent03--2016-09-25--16-20.log-7;0;15;1;1.109;44.531;0.016;0;0.00168350168350168;0;0.0;0;0;1;0;1;0.333333333333333;1;0;0;1;0.179650131369159;0.166666666666667;0.172223239519303;8;3;1
dibstudent03--2016-09-25--16-20.log-8;0.0142857142857143;14;14;1.859;45.656;0.016;0;0;1;0.0;0;0;1;1;0;1;0.666666666666667;1;0;1;0.1971263360785;0.1875;0.376009751339315;9;2;1
dibstudent03--2016-09-25--16-20.log-9;0.0285714285714286;13;18;6.5;47.656;0.141;0;0;1;0.0;1;0;1;1;0;0;0;2;0;1;0.209837166358906;0.208333333333333;0.219110435981261;10;4;1
dibstudent03--2016-09-25--17-37.log-11;0.0714285714285714;0;0;0;248.969;0.063;0;0;0;0.0;3;0;1;1;0;1;0.525547445255474;3;0;1;0.0481987717346336;1;0.484149108034877;12;72;0
dibstudent03--2016-09-25--17-37.log-3;0.0428571428571429;2;1;101.469;42.828;0.25;0;0.014735432016075;0;0.0;2;0;0;2;0;0;0;2;0;1;0.0933968431867003;0.333333333333333;0.192716707403036;4;22;0
dibstudent03--2016-09-25--17-37.log-5;0.0428571428571429;0;0;8.094;161.703;0.047;0;0;0;0.0;2;0;1;1;0;1;0.5;2;0;1;0.0371050629858444;0.5;0.192716707403036;6;22;0
dibstudent03--2016-09-25--17-37.log-9;0.0714285714285714;2;1;9.781;205.203;0.062;0;0;0;0.0;3;0;1;1;0;1;0.525547445255474;3;0;1;0.0487322310102679;0.833333333333333;0.484149108034877;10;72;0
dibstudent04--2016-09-20--14-38.log-0;0.0285714285714286;13;1;9.39;0.079;0.079;0;0.00421940928270042;0;0.0;0;0;0;0;0;0.5;1;1;0;1;1;0.0172413793103448;0.746329971236019;1;7;1
dibstudent04--2016-09-20--14-38.log-1;0.0285714285714286;12;1;5.282;9.625;0.156;0;0.00836820083682008;0;0.0;1;0;1;0;1;0.333333333333333;1;1;0;1;0.207792207792208;0.0344827586206897;0.49660456837739;2;21;1
dibstudent04--2016-09-20--14-38.log-10;0.0285714285714286;3;3;39.641;213.844;0.125;0;0.00904977375565611;0;1.0;2;0;1;1;0;0.142857142857143;1;2;0;1;0.0514393670152073;0.189655172413793;0.282319086300229;11;28;1
dibstudent04--2016-09-20--14-38.log-11;0.0428571428571429;2;0;7.703;253.891;0.406;0;0.0550507749866382;1;0.0;2;0;1;1;0;0;0;3;0;1;0.0472643772327495;0.206896551724138;0.247848180156371;12;162;1
dibstudent04--2016-09-20--14-38.log-12;0.0428571428571429;1;0;13.953;261.61;0.016;0;0;0;0.0;3;0;1;0;1;1;1;3;0;1;0.0496922900500745;0.224137931034483;0.247848180156371;13;162;1
dibstudent04--2016-09-20--14-38.log-13;0.0428571428571429;0;0;11.14;275.579;0.016;0;0;0;0.0;3;0;1;0;1;1;0.364197530864198;3;0;1;0.0508021293349638;0.241379310344828;0.289312357585548;14;59;1
dibstudent04--2016-09-20--14-38.log-14;0.0714285714285714;8;6;1.547;287.313;0.594;0;0.121183654297792;1;0.0;3;0;1;2;0;0;0;4;0;1;0.0522078708586106;0.258620689655172;0.353650859372342;15;258;1
dibstudent04--2016-09-20--14-38.log-15;0.0571428571428571;7;2;35.766;288.938;0.078;0;0;0;1.0;3;0;1;1;0;0;0;3;0;1;0.0553752016003433;0.275862068965517;0.305995631688329;16;60;1
dibstudent04--2016-09-20--14-38.log-16;0.0571428571428571;6;2;2.266;324.719;0.015;0;0;0;0.0;3;0;1;0;1;1;1;3;0;1;0.0523529574801598;0.293103448275862;0.305995631688329;17;60;1
dibstudent04--2016-09-20--14-38.log-17;0.0571428571428571;5;2;1.719;327;0.015;0;0;0;0.0;3;0;1;0;1;1;1;3;0;1;0.055045871559633;0.310344827586207;0.305995631688329;18;60;1
dibstudent04--2016-09-20--14-38.log-19;0.0428571428571429;3;3;15.453;363.313;0.016;0;0;0;0.0;2;0;1;0;1;1;1;2;0;1;0.0550489522808157;0.344827586206897;0.37357824159479;20;10;1
dibstudent04--2016-09-20--14-38.log-2;0.0428571428571429;11;1;21.375;14.922;0.015;0;0;1;0.0;1;0;1;1;0;1;0.666666666666667;2;0;1;0.201045436268597;0.0517241379310345;0.550868442552952;3;14;1
dibstudent04--2016-09-20--14-38.log-21;0.0571428571428571;1;0;1.562;381.985;0.031;0;0;0;0.0;3;0;1;0;1;1;1;3;0;1;0.0575938845766195;0.379310344827586;0.305995631688329;22;60;1
dibstudent04--2016-09-20--14-38.log-22;0.0571428571428571;0;0;16.562;383.563;0.016;0;0;0;0.0;3;0;1;0;1;1;1;3;0;1;0.0599640736984537;0.396551724137931;0.305995631688329;23;60;1
dibstudent04--2016-09-20--14-38.log-23;0.0571428571428571;3;0;73.703;400.266;0.141;0.0285714285714286;0;1;0.0;3;0;1;2;0;1;0.333333333333333;3;2;1;0.0599601265158669;0.413793103448276;0.366521375862021;24;20;1
dibstudent04--2016-09-20--14-38.log-24;0.0571428571428571;2;0;1.609;473.985;0.016;0.0285714285714286;0;0;0.0;3;2;1;0;1;1;1;3;2;1;0.0527442851567033;0.431034482758621;0.366521375862021;25;20;1
dibstudent04--2016-09-20--14-38.log-25;0.0571428571428571;1;0;13.969;475.61;0.016;0.0285714285714286;0;0;0.0;3;2;1;0;1;1;1;3;2;1;0.054666638632493;0.448275862068966;0.366521375862021;26;20;1
dibstudent04--2016-09-20--14-38.log-26;0.0571428571428571;0;0;38.406;489.594;0.015;0.0285714285714286;0;0;0.0;3;2;1;0;1;1;1;3;2;1;0.055147734653611;0.46551724137931;0.366521375862021;27;20;1
dibstudent04--2016-09-20--14-38.log-27;0.1;0;0;1.937;528.282;0.282;0.0285714285714286;0.0667539267015707;1;0.0;3;2;1;3;0;0;0;4;2;1;0.0530019951465316;0.482758620689655;0.317061040415152;28;153;1
dibstudent04--2016-09-20--14-38.log-28;0.0857142857142857;3;7;17.438;530.516;0.297;0;0.0457951706910908;0;1.0;3;0;1;3;0;0;0;3;0;1;0.0546637613191685;0.5;0.231207297540774;29;110;1
dibstudent04--2016-09-20--14-38.log-29;0.0857142857142857;2;7;9;547.969;0.015;0;0;0;0.0;3;0;1;0;1;1;1;3;0;1;0.0547476225844893;0.517241379310345;0.231207297540774;30;110;1
dibstudent04--2016-09-20--14-38.log-3;0.0285714285714286;10;2;11.984;36.313;0.016;0;0.00357355568790947;0;1.0;1;0;1;1;0;0.7;1;2;0;1;0.110153388593617;0.0689655172413793;0.374785825464948;4;20;1
dibstudent04--2016-09-20--14-38.log-31;0.0714285714285714;0;9;140.859;563.157;0.016;0;0;0;0.0;2;0;1;0;1;1;1;2;0;1;0.0568225201853124;0.551724137931034;0.264950883842309;32;55;1
dibstudent04--2016-09-20--14-38.log-32;0.114285714285714;1;3;27.562;704.532;0.516;0;0.251142944224322;1;0.0;2;0;1;3;0;0;0;3;0;1;0.0468396041627634;0.568965517241379;0.208725112492357;33;824;1
dibstudent04--2016-09-20--14-38.log-33;0.114285714285714;0;3;3.938;732.125;0.031;0;0;0;0.0;3;0;1;0;1;1;1;3;0;1;0.0464401570770019;0.586206896551724;0.208725112492357;34;824;1
dibstudent04--2016-09-20--14-38.log-4;0.0428571428571429;9;2;105.235;48.75;0.453;0;0.0394736842105263;1;0.0;2;0;1;1;0;0;0;3;0;1;0.102564102564103;0.0862068965517241;0.399177702074307;5;69;1
dibstudent04--2016-09-20--14-38.log-45;0.0714285714285714;1;0;86.157;2219.959;0.015;0.0285714285714286;0;1;0.0;2;0;1;1;0;1;0.2;2;1;1;0.0207211034077656;0.793103448275862;0.0755063105452062;46;11;1
dibstudent04--2016-09-20--14-38.log-46;0.0714285714285714;0;0;3.312;2306.147;0.031;0.0285714285714286;0;0;0.0;2;1;1;0;1;1;1;2;1;1;0.0203803140042677;0.810344827586207;0.0755063105452062;47;11;1
dibstudent04--2016-09-20--14-38.log-47;0.0428571428571429;0;0;3.328;2309.506;0.047;0.0285714285714286;0;0;1.0;1;1;1;2;0;1;1;1;1;1;0.020783665424554;0.827586206896552;0.0755063105452062;48;11;1
dibstudent04--2016-09-20--14-38.log-48;0.0285714285714286;0;0;83.781;2312.866;0.032;0.0285714285714286;0;0;0.0;0;1;1;5;0;1;0.0909090909090909;1;1;1;0.0211858361011836;0.844827586206897;0;49;1;1
dibstudent04--2016-09-20--14-38.log-49;0.0714285714285714;0;0;2.5;2396.694;0.047;0.0285714285714286;0;1;0.0;1;1;1;3;0;0.0909090909090909;1;2;1;1;0.0208620708359098;0.862068965517241;0.0755063105452062;50;11;1
dibstudent04--2016-09-20--14-38.log-5;0.0428571428571429;8;2;3.578;154.016;0.031;0;0;0;0.0;3;0;1;0;1;1;0.376811594202899;3;0;1;0.0389569914814045;0.103448275862069;0.432479981993335;6;26;1
dibstudent04--2016-09-20--14-38.log-50;0.0428571428571429;0;0;9.453;2399.209;0.015;0.0285714285714286;0;0;1.0;1;1;1;2;0;1;1;1;1;1;0.0212570059548793;0.879310344827586;0.0755063105452062;51;11;1
dibstudent04--2016-09-20--14-38.log-51;0.0714285714285714;2;0;2.906;2408.678;0.016;0.0285714285714286;0;1;0.0;1;1;1;2;0;1;1;2;1;1;0.0215886058659563;0.896551724137931;0.0755063105452062;52;11;1
dibstudent04--2016-09-20--14-38.log-52;0.0714285714285714;1;0;1.625;2411.616;0.032;0.0285714285714286;0;0;0.0;2;1;1;0;1;1;1;2;1;1;0.0219769648235872;0.913793103448276;0.0755063105452062;53;11;1
dibstudent04--2016-09-20--14-38.log-53;0.0714285714285714;0;0;1.391;2413.256;0.015;0.0285714285714286;0;0;0.0;2;1;1;0;1;1;1;2;1;1;0.0223764076417918;0.931034482758621;0.0755063105452062;54;11;1
dibstudent04--2016-09-20--14-38.log-54;0.0285714285714286;0;0;6.312;2414.647;0;0.0285714285714286;0;0;1.0;1;1;1;3;0;1;0.0909090909090909;1;1;1;0.0227776565270203;0.948275862068966;0;55;1;1
dibstudent04--2016-09-20--14-38.log-55;0.0714285714285714;2;0;329.959;2420.975;0.016;0.0285714285714286;0;1;0.0;1;1;1;3;0;0.0909090909090909;1;2;1;1;0.0231311764888113;0.96551724137931;0.0755063105452062;56;11;1
dibstudent04--2016-09-20--14-38.log-56;0.0714285714285714;1;0;2.704;2750.95;0.016;0.0285714285714286;0;0;0.0;2;1;1;0;1;1;1;2;1;1;0.0207201148694088;0.982758620689655;0.0755063105452062;57;11;1
dibstudent04--2016-09-20--14-38.log-57;0.0714285714285714;0;0;0;2753.669;0.015;0.0285714285714286;0;0;0.0;2;1;1;0;1;1;1;2;1;1;0.0210628074761346;1;0.0755063105452062;58;11;1
dibstudent04--2016-09-20--14-38.log-7;0.0285714285714286;6;1;10.719;194.485;0.063;0.0142857142857143;0.00114155251141553;1;0.0;2;0;1;1;0;0.833333333333333;1;2;1;1;0.0411342777077924;0.137931034482759;0.304725955919519;8;12;1
dibstudent04--2016-09-20--14-38.log-8;0.0285714285714286;5;1;5.188;205.219;0.015;0.0142857142857143;0;0;0.0;2;1;1;0;1;1;0.166666666666667;2;1;1;0.0438555884201755;0.155172413793103;0.0131658796870108;9;2;1
dibstudent04--2016-09-20--14-38.log-9;0.0285714285714286;4;1;3.281;210.438;0.031;0.0142857142857143;0;0;0.0;2;1;1;0;1;0.5;1;2;1;1;0.04751993461257;0.172413793103448;0.00658293984350511;10;4;1
dibstudent04--2016-09-20--15-33.log-0;0.0428571428571429;2;1;24.375;0.063;0.063;0;0.000770793917735267;0;0.0;0;0;0;0;0;0.5;1;1;0;1;1;0.0588235294117647;0.00493703964244407;1;11;0
dibstudent04--2016-09-20--15-33.log-1;0.0571428571428571;1;1;6.391;24.797;0.359;0;0.00153921500034982;1;0.0;1;0;1;1;0;0;0;2;0;1;0.080654917933621;0.117647058823529;0.00709270241482429;2;22;0
dibstudent04--2016-09-20--15-33.log-10;0.0285714285714286;3;0;20.891;255.047;0.015;0;0.00302551055490614;0;0.0;2;0;1;0;1;0.405405405405405;1;2;0;1;0.0431293055789717;0.647058823529412;0.407734854338646;11;74;1
dibstudent04--2016-09-20--15-33.log-11;0.0285714285714286;2;0;35.89;275.954;0.016;0;0;0;0.0;2;0;1;0;1;1;1;2;0;1;0.0434855084543076;0.705882352941177;0.407734854338646;12;74;1
dibstudent04--2016-09-20--15-33.log-12;0.0285714285714286;1;0;1.875;311.86;0.016;0;0;0;0.0;2;0;1;0;1;1;0.72972972972973;2;0;1;0.041685371641121;0.764705882352941;0.473356813967925;13;54;1
dibstudent04--2016-09-20--15-33.log-13;0.0285714285714286;0;0;34.375;313.75;0.015;0;0;0;0.0;2;0;1;0;1;1;1;2;0;1;0.0446215139442231;0.823529411764706;0.473356813967925;14;54;1
dibstudent04--2016-09-20--15-33.log-15;0.0142857142857143;1;0;6.235;350.375;0.031;0;0.00075352788053158;0;1.0;1;0;1;1;0;0;0;1;0;1;0.0456653585444167;0.941176470588235;0.00105506212859419;16;11;0
dibstudent04--2016-09-20--15-33.log-2;0.0428571428571429;0;0;139.64;31.204;0.016;0;0;0;1.0;1;0;1;1;0;0;0;1;0;1;0.096141520317908;0.176470588235294;0.00493703964244407;3;11;0
dibstudent04--2016-09-20--15-33.log-3;0.0714285714285714;0;1;0.344;171.016;0.172;0;0.00763729778518364;0;0.0;1;0;0;4;0;0;0;2;0;1;0.0233896243626327;0.235294117647059;0.233168870833646;4;110;0
dibstudent04--2016-09-20--15-33.log-8;0.0285714285714286;5;0;3.969;245.985;0.031;0;0.000690655432004973;1;0.0;1;0;1;1;0;0;0;2;0;1;0.0365875968046832;0.529411764705882;0.514810530564137;9;10;1
dibstudent04--2016-09-20--15-33.log-9;0.0285714285714286;4;0;5.047;249.985;0.031;0;0.00137940547623974;0;0.0;2;0;1;0;1;0.333333333333333;1;2;0;1;0.0400024001440086;0.588235294117647;0.406114652287249;10;30;1
dibstudent04--2016-09-25--21-22.log-1;0.0142857142857143;0;0;44.656;185.157;0.016;0;8.04958544634951e-05;0;0.0;1;0;1;1;0;0.5;1;1;0;2;0.0108016440102184;0.0645161290322581;0.417514429963863;2;4;1
dibstudent04--2016-09-25--21-22.log-10;0.0142857142857143;0;1;30.43;744.912;0.047;0;0.00022995554192856;0;0.0;0;0;0;8;0;0;0;1;0;1;0.0147668449427583;0.354838709677419;0.00279843763752541;11;6;0
dibstudent04--2016-09-25--21-22.log-11;0.0142857142857143;2;1;23.743;775.393;0.051;0;0.000229902674534447;0;0.0;1;0;0;2;0;0;0;1;0;1;0.0154760231263372;0.387096774193548;0.00831350869166714;12;6;0
dibstudent04--2016-09-25--21-22.log-13;0.0142857142857143;0;0;13.344;804.886;0.016;0;0;0;0.0;1;0;1;1;0;1;0.5;1;0;1;0.0173937675645992;0.451612903225806;0.00831350869166714;14;6;0
dibstudent04--2016-09-25--21-22.log-14;0.0142857142857143;0;0;9.453;818.245;0.015;0;0;0;0.0;1;0;0;2;0;0;0;1;0;1;0.0183319177019108;0.483870967741935;0.000884291540228843;15;6;0
dibstudent04--2016-09-25--21-22.log-15;0.0142857142857143;0;0;32.672;827.745;0.047;0;0.000229797012638836;0;0.0;1;0;0;2;0;0;0;1;0;1;0.0193296244616398;0.516129032258065;0.000385133153960604;16;6;0
dibstudent04--2016-09-25--21-22.log-18;0.0142857142857143;6;1;27.547;909.464;0;0;0;0;0.0;1;0;0;4;0;0;0;1;0;1;0.0208914261587045;0.612903225806452;0.00279843763752541;19;6;0
dibstudent04--2016-09-25--21-22.log-2;0.0571428571428571;6;2;5;230.078;0.265;0;0.00272938909849884;1;0.0;1;0;2;3;0;0;0;2;0;2;0.0130390563200306;0.0967741935483871;0.139328928545121;3;68;1
dibstudent04--2016-09-25--21-22.log-23;0.0142857142857143;1;1;8.5;1003.605;0.016;0;0;0;0.0;1;0;2;1;0;1;0.666666666666667;1;0;2;0.0239137907842229;0.774193548387097;0.237255263039722;24;12;0
dibstudent04--2016-09-25--21-22.log-25;0.0571428571428571;2;1;18.921;1048.402;0.282;0;0.0038833472930785;1;0.0;1;0;1;3;0;0;0;2;0;1;0.024799647463473;0.838709677419355;0.0395816611392981;26;102;1
dibstudent04--2016-09-25--21-22.log-26;0.0571428571428571;1;1;121.188;1067.37;0.047;0;0;0;0.0;2;0;1;0;1;1;1;2;0;1;0.0252958205683128;0.870967741935484;0.0395816611392981;27;102;1
dibstudent04--2016-09-25--21-22.log-27;0.0571428571428571;0;0;16.14;1188.605;0.047;0.0428571428571429;0;1;0.0;2;0;1;1;0;1;0.0588235294117647;2;1;1;0.0235570269349363;0.903225806451613;0.1676095077919;28;6;1
dibstudent04--2016-09-25--21-22.log-28;0.1;2;1;11.844;1204.964;0.219;0.0428571428571429;0.00250645602308978;1;0.0;2;1;1;3;0;0;0;3;1;1;0.0240671090588599;0.935483870967742;0.141560097077953;29;66;1
dibstudent04--2016-09-25--21-22.log-29;0.1;1;1;11.828;1216.902;0.094;0.0428571428571429;0;0;0.0;3;1;1;0;1;1;1;3;1;1;0.0246527657937944;0.967741935483871;0.141560097077953;30;66;1
dibstudent04--2016-09-25--21-22.log-3;0.0571428571428571;5;2;15.656;235.157;0.079;0;0;0;0.0;2;0;2;0;1;1;1;2;0;2;0.0170099125265248;0.129032258064516;0.139328928545121;4;68;1
dibstudent04--2016-09-25--21-22.log-30;0.1;0;0;0;1228.839;0.109;0.0571428571428571;0;1;0.0;3;1;1;1;0;1;0.181818181818182;3;2;1;0.0252270639196835;1;0.206077120014106;31;12;1
dibstudent04--2016-09-25--21-22.log-4;0.0571428571428571;4;2;12.718;250.86;0.047;0;0;0;0.0;2;0;2;0;1;1;1;2;0;2;0.0199314358606394;0.161290322580645;0.139328928545121;5;68;1
dibstudent04--2016-09-25--21-22.log-5;0.0571428571428571;3;2;1.781;263.641;0.063;0;0;0;0.0;2;0;2;0;1;1;1;2;0;2;0.0227582204588816;0.193548387096774;0.139328928545121;6;68;1
dibstudent04--2016-09-25--21-22.log-6;0.0571428571428571;2;2;118.5;265.657;0.235;0;0;0;0.0;2;0;2;0;1;1;1;2;0;2;0.0263497668045638;0.225806451612903;0.139328928545121;7;68;1
dibstudent04--2016-09-25--21-22.log-7;0.0571428571428571;1;0;146.906;384.172;0.015;0.0428571428571429;0;1;0.0;2;0;2;1;0;1;0.0588235294117647;2;1;2;0.0208240059140177;0.258064516129032;0.421823048888253;8;4;1
dibstudent04--2016-09-25--21-22.log-8;0.0571428571428571;0;0;14.875;531.094;0.016;0.0428571428571429;0;0;0.0;2;1;2;0;1;1;1;2;1;2;0.0169461526584748;0.290322580645161;0.421823048888253;9;4;1
dibstudent04--2016-09-25--21-22.log-9;0.0571428571428571;0;0;193.865;551;5.031;0;0.0449283140381814;0;0.0;1;0;2;7;0;0;0;2;0;2;0.0181488203266788;0.32258064516129;0.100697418005719;10;1172;1
dibstudent04--2016-09-25--21-46.log-0;0.0142857142857143;0;5;33.469;0.015;0.015;0;0.000227807730275647;0;0.0;0;0;0;0;0;0.5;1;1;0;1;1;0.0104166666666667;0.127122203337201;1;6;1
dibstudent04--2016-09-25--21-46.log-1;0.0571428571428571;8;2;2.375;33.828;0.344;0;0.00776069921639542;1;0.0;1;0;1;3;0;0;0;2;0;1;0.0591226203145323;0.0208333333333333;0.269442652936132;2;206;1
dibstudent04--2016-09-25--21-46.log-10;0.1;2;1;1.797;147.453;0.078;0.0571428571428571;0.00056478030046312;1;0.0;2;2;1;3;0;0;0;3;2;1;0.0746000420472964;0.114583333333333;0.656223854989374;11;15;1
dibstudent04--2016-09-25--21-46.log-11;0.1;1;1;65;149.562;0.312;0.0571428571428571;0;0;0.0;3;2;1;0;1;1;1;3;2;1;0.0802342841096;0.125;0.656223854989374;12;15;1
dibstudent04--2016-09-25--21-46.log-12;0.1;0;0;68.907;214.89;0.328;0.0142857142857143;0.00765954266925721;0;1.0;3;1;1;1;0;0.0681818181818182;1;3;1;1;0.0604960677555959;0.135416666666667;0.345671137285056;13;220;1
dibstudent04--2016-09-25--21-46.log-13;0.0571428571428571;0;1;1.203;283.875;0.078;0.0142857142857143;0.000634778387662895;0;1.0;2;1;1;3;0;0;0;2;1;1;0.0493174812857772;0.145833333333333;0.259014699811297;14;17;1
dibstudent04--2016-09-25--21-46.log-18;0.0285714285714286;0;0;6.265;350.922;0;0;0;0;0.0;1;0;1;0;1;1;1;1;0;1;0.054143085927927;0.197916666666667;0;19;1;0
dibstudent04--2016-09-25--21-46.log-19;0;1;1;24.438;357.218;0.031;0;0;0;1.0;0;0;1;2;0;0;0;0;0;1;0.0559882200784955;0.208333333333333;0;20;1;0
dibstudent04--2016-09-25--21-46.log-2;0.0571428571428571;7;2;6.562;36.453;0.25;0;0;0;0.0;2;0;1;0;1;1;1;2;0;1;0.0822977532713357;0.03125;0.269442652936132;3;206;1
dibstudent04--2016-09-25--21-46.log-20;0.0142857142857143;0;2;10.156;381.656;0;0;0;1;0.0;0;0;1;1;0;0;0;1;0;1;0.0550233718322259;0.21875;0.127122203337201;21;6;0
dibstudent04--2016-09-25--21-46.log-21;0.0714285714285714;0;0;5.86;392.218;0.406;0;0.00486735527978004;1;0.0;1;0;1;4;0;0;0;3;0;1;0.0560912553732873;0.229166666666667;0.155513891484197;22;131;0
dibstudent04--2016-09-25--21-46.log-22;0.0142857142857143;0;0;4.547;398.14;0.062;0;0.000222882615156018;0;0.0;1;0;0;6;0;0;0;1;0;1;0.0577686241020747;0.239583333333333;0;23;6;0
dibstudent04--2016-09-25--21-46.log-23;0.0142857142857143;0;0;2.844;402.734;0.047;0;0.000222832949565476;0;0.0;1;0;0;2;0;0;0;1;0;1;0.059592684004827;0.25;0.0117515559219455;24;6;0
dibstudent04--2016-09-25--21-46.log-25;0.0142857142857143;0;0;10.375;412.828;0.016;0;0;0;0.0;1;0;0;6;0;0;0;1;0;1;0.0629802242095982;0.270833333333333;0.000884291540228843;26;6;0
dibstudent04--2016-09-25--21-46.log-26;0.0142857142857143;0;0;8.032;423.265;0.062;0;0.000222783306104263;0;0.0;1;0;0;2;0;0;0;1;0;1;0.0637898243417244;0.28125;0;27;6;0
dibstudent04--2016-09-25--21-46.log-28;0.0142857142857143;0;0;16.125;449.703;0.016;0.0142857142857143;0;1;0.0;1;0;1;1;0;1;0.166666666666667;1;1;1;0.0644870058683175;0.302083333333333;0;29;1;1
dibstudent04--2016-09-25--21-46.log-29;0.0571428571428571;0;0;49;465.968;0.14;0.0142857142857143;0.00133491545535449;1;0.0;1;1;1;3;0;0;0;2;1;1;0.0643821034920853;0.3125;0.151831705103219;30;36;1
dibstudent04--2016-09-25--21-46.log-3;0.0571428571428571;6;2;31.093;43.047;0.032;0;0;0;0.0;2;0;1;0;1;1;1;2;0;1;0.0929216902455456;0.0416666666666667;0.269442652936132;4;206;1
dibstudent04--2016-09-25--21-46.log-31;0.0142857142857143;0;0;331.547;571.515;0.062;0;7.41564701520208e-05;0;0.0;0;0;1;3;0;0;0;1;0;1;0.0559915312808938;0.333333333333333;0.000138082128306793;32;2;0
dibstudent04--2016-09-25--21-46.log-33;0.0428571428571429;1;1;8.516;930.843;0.031;0.0428571428571429;0;1;0.0;1;0;1;1;0;1;0.0256410256410256;1;1;1;0.0365260307055003;0.354166666666667;0;34;1;1
dibstudent04--2016-09-25--21-46.log-34;0.0571428571428571;0;0;20.969;939.64;0.281;0.0428571428571429;7.40439080374662e-05;1;0.0;1;1;1;1;0;0;0;2;1;1;0.0372483078625857;0.364583333333333;0.000118576591258357;35;2;1
dibstudent04--2016-09-25--21-46.log-36;0.0714285714285714;0;1;15;970.703;0.344;0;0.0212326533570057;1;0.0;1;0;1;4;0;0;0;2;0;1;0.0381167051095958;0.385416666666667;0.0189210468381246;37;586;1
dibstudent04--2016-09-25--21-46.log-4;0.0571428571428571;5;2;1.156;74.172;0.032;0;0;0;0.0;2;0;1;0;1;1;1;2;0;1;0.0674108828129213;0.0520833333333333;0.269442652936132;5;206;1
dibstudent04--2016-09-25--21-46.log-40;0.0571428571428571;11;1;8.437;1019.156;0.156;0;0.00120486197242992;1;0.0;1;0;1;3;0;0;0;2;0;1;0.0402293662599249;0.427083333333333;0.0080052597511624;41;34;1
dibstudent04--2016-09-25--21-46.log-41;0.0571428571428571;10;1;18.875;1027.656;0.063;0.0428571428571429;0;1;0.0;2;0;1;1;0;1;0.0588235294117647;2;1;1;0.0408697073728952;0.4375;0.0272224512525863;42;2;1
dibstudent04--2016-09-25--21-46.log-42;0.0571428571428571;9;2;11.437;1046.625;0.094;0.0428571428571429;7.08692108713369e-05;0;0.0;2;1;1;1;0;0.5;1;2;1;2;0.0410844380747641;0.447916666666667;0.0177594299837593;43;4;1
