qid;Metric - Aggregation Depth;Metric - Click Depth;Metric - Click Per Query.;Metric - Consideration time;Metric - Elapsed time;Metric - Execution time;Metric - Filter Depth;Metric - Increase in View Area;Metric - Is Refine;Metric - Is Relax;Metric - Iterative Common Aggregations;Metric - Iterative Common Filters;Metric - Iterative Common Measures;Metric - Iterative Distance;Metric - Iterative Identity;Metric - Iterative Precision;Metric - Iterative Recall;Metric - Number of aggregations;Metric - Number of Filters;Metric - Number of measures;Metric - Query frequency;Metric - Relative Query Position (RQP)...;Metric - Relevant New Information;Metric Number of queries...;Nb of cells;label
dibstudent03--2016-09-24--23-01.log-10;0.0379746835443038;18;4;1.422;149.609;0.031;0;0;0;0.0;2;0;3;0;1;1;1;2;0;3;0.073524988469945;0.305555555555556;0.267899517761647;11;88;1
dibstudent03--2016-09-24--23-01.log-11;0.0379746835443038;17;14;8.063;151.046;0.015;0;0;0;0.0;2;0;2;1;0;1;0.693181818181818;2;0;2;0.0794459965838221;0.333333333333333;0.350137604871173;12;61;1
dibstudent03--2016-09-24--23-01.log-12;0.0379746835443038;16;3;2.718;159.125;0.016;0;0;0;0.0;2;0;2;1;0;0.693181818181818;1;2;0;3;0.0816967792615868;0.361111111111111;0.267899517761647;13;88;1
dibstudent03--2016-09-24--23-01.log-13;0.0379746835443038;15;3;1.359;161.937;0.094;0;0;0;0.0;2;0;3;0;1;1;1;2;0;3;0.0864533738429142;0.388888888888889;0.267899517761647;14;88;1
dibstudent03--2016-09-24--23-01.log-14;0.0379746835443038;14;3;11.64;163.5;0.204;0;0;0;0.0;2;0;3;0;1;1;1;2;0;3;0.0917431192660551;0.416666666666667;0.267899517761647;15;88;1
dibstudent03--2016-09-24--23-01.log-15;0.0379746835443038;13;3;4.531;175.187;0.047;0;0;0;0.0;2;0;3;0;1;1;1;2;0;3;0.0913309777551987;0.444444444444444;0.267899517761647;16;88;1
dibstudent03--2016-09-24--23-01.log-16;0.0379746835443038;12;3;1.391;179.765;0.047;0;0;0;0.0;2;0;3;0;1;1;1;2;0;3;0.0945679081022446;0.472222222222222;0.267899517761647;17;88;1
dibstudent03--2016-09-24--23-01.log-17;0.0379746835443038;11;3;21.766;181.218;0.062;0;0;0;0.0;2;0;3;0;1;1;1;2;0;3;0.0993278813362911;0.5;0.267899517761647;18;88;1
dibstudent03--2016-09-24--23-01.log-18;0.0379746835443038;10;7;11.172;203.421;0.437;0;0.0737704918032787;0;0.0;2;0;3;1;0;0.765217391304348;1;2;0;4;0.0934023527561068;0.527777777777778;0.577435261915264;19;115;1
dibstudent03--2016-09-24--23-01.log-19;0.0379746835443038;9;7;1.11;214.671;0.078;0;0;0;0.0;2;0;4;0;1;1;1;2;0;4;0.0931658211868394;0.555555555555556;0.577435261915264;20;115;1
dibstudent03--2016-09-24--23-01.log-20;0.0379746835443038;8;1;23.766;215.812;0.031;0;0;0;0.0;2;0;3;1;0;1;0.765217391304348;2;0;3;0.0973069152781124;0.583333333333333;0.267899517761647;21;88;1
dibstudent03--2016-09-24--23-01.log-21;0.0379746835443038;7;1;1.641;239.593;0.015;0;0;0;0.0;2;0;3;0;1;1;1;2;0;3;0.091822382123017;0.611111111111111;0.267899517761647;22;88;1
dibstudent03--2016-09-24--23-01.log-22;0.0379746835443038;6;1;4.922;241.312;0.078;0;0;0;0.0;2;0;3;0;1;1;1;2;0;3;0.0953122927993635;0.638888888888889;0.267899517761647;23;88;1
dibstudent03--2016-09-24--23-01.log-23;0.0379746835443038;5;1;3.609;246.25;0.016;0;0;0;0.0;2;0;3;0;1;1;1;2;0;3;0.0974619289340102;0.666666666666667;0.267899517761647;24;88;1
dibstudent03--2016-09-24--23-01.log-24;0.0379746835443038;4;1;7.891;249.921;0.062;0;0;0;0.0;2;0;3;0;1;1;1;2;0;3;0.100031609988756;0.694444444444444;0.267899517761647;25;88;1
dibstudent03--2016-09-24--23-01.log-25;0.0379746835443038;3;1;1.844;257.89;0.078;0;0;0;0.0;2;0;3;0;1;1;1;2;0;3;0.100818178293071;0.722222222222222;0.267899517761647;26;88;1
dibstudent03--2016-09-24--23-01.log-26;0.0379746835443038;2;1;12.922;259.765;0.031;0;0;0;0.0;2;0;3;0;1;1;1;2;0;3;0.103940099705503;0.75;0.267899517761647;27;88;1
dibstudent03--2016-09-24--23-01.log-27;0.0379746835443038;1;1;0.594;272.734;0.047;0;0;0;0.0;2;0;2;1;0;1;0.693181818181818;2;0;2;0.102664134284688;0.777777777777778;0.350137604871173;28;61;0
dibstudent03--2016-09-24--23-01.log-28;0.0379746835443038;0;0;18.25;273.359;0.031;0;0;0;0.0;2;0;1;1;0;1;0.557377049180328;2;0;1;0.106087599091305;0.805555555555556;0.0181731340218864;29;34;0
dibstudent03--2016-09-24--23-01.log-31;0.0126582278481013;1;0;2.828;299.484;0.016;0;0.0447427293064877;0;1.0;1;0;1;2;0;0;0;1;0;1;0.106850449439703;0.888888888888889;0.388049867162683;32;20;0
dibstudent03--2016-09-24--23-01.log-34;0.0126582278481013;1;0;33.875;347.484;0.141;0.20253164556962;0.0345572354211663;0;0.0;1;16;1;1;0;0.5;1;1;16;2;0.10072406211509;0.972222222222222;0.456898883052266;35;32;1
dibstudent03--2016-09-24--23-01.log-35;0.0126582278481013;0;0;0;381.375;0.016;0.20253164556962;0;0;0.0;1;16;2;0;1;1;1;1;16;2;0.0943952802359882;1;0.456898883052266;36;32;1
dibstudent03--2016-09-24--23-01.log-4;0.0253164556962025;2;1;4.531;39.031;0.36;0;0.851282051282051;1;0.0;1;0;3;1;0;0;0;2;0;3;0.128103302503139;0.138888888888889;0.203584279112662;5;166;1
dibstudent03--2016-09-24--23-01.log-5;0.0253164556962025;1;1;45.672;43.593;0.031;0;0;0;0.0;2;0;3;0;1;1;1;2;0;3;0.137636776546693;0.166666666666667;0.203584279112662;6;166;1
dibstudent03--2016-09-24--23-01.log-6;0.0126582278481013;0;0;50.203;89.312;0.047;0;0.223107569721116;0;1.0;1;0;3;1;0;0;0;1;0;3;0.0783769258330348;0.194444444444444;0.254774733694653;7;56;1
dibstudent03--2016-09-24--23-01.log-7;0.0379746835443038;21;4;4.562;140;0.485;0;0.259587020648968;1;0.0;1;0;3;2;0;0;0;2;0;3;0.0571428571428571;0.222222222222222;0.267899517761647;8;88;1
dibstudent03--2016-09-24--23-01.log-8;0.0379746835443038;20;4;1.64;144.625;0.063;0;0;0;0.0;2;0;3;0;1;1;1;2;0;3;0.0622299049265341;0.25;0.267899517761647;9;88;1
dibstudent03--2016-09-24--23-01.log-9;0.0379746835443038;19;4;3.157;146.421;0.156;0;0;0;0.0;2;0;3;0;1;1;1;2;0;3;0.0682962143408391;0.277777777777778;0.267899517761647;10;88;1
dibstudent03--2016-09-25--15-42.log-10;0.0285714285714286;0;0;13.859;57.172;0.125;0;0.00427350427350427;0;0.0;2;0;1;1;0;0.5;1;2;0;2;0.192401875043728;0.189655172413793;0.417514429963863;11;4;1
dibstudent03--2016-09-25--15-42.log-11;0.0571428571428571;23;1;2.422;71.312;0.281;0;0.0330578512396694;1;0.0;2;0;2;2;0;0;0;3;0;2;0.168274624186673;0.206896551724138;0.290854878838575;12;16;1
dibstudent03--2016-09-25--15-42.log-12;0.0571428571428571;22;1;20.875;73.781;0.047;0;0;0;0.0;3;0;2;0;1;1;1;3;0;2;0.176197123920793;0.224137931034483;0.290854878838575;13;16;1
dibstudent03--2016-09-25--15-42.log-13;0.0571428571428571;21;9;11.5;94.812;0.156;0;0;0;0.0;3;0;1;1;0;1;0.5;3;0;1;0.147660633675062;0.241379310344828;0.293955098590831;14;8;1
dibstudent03--2016-09-25--15-42.log-14;0.0571428571428571;20;10;3.063;106.359;0.047;0;0.0241935483870968;0;0.0;3;0;1;1;0;0.4;1;3;0;2;0.141031788565143;0.258620689655172;0.406787275775279;15;20;1
dibstudent03--2016-09-25--15-42.log-15;0.0571428571428571;19;10;4.985;109.64;0.218;0;0;0;0.0;3;0;2;0;1;1;1;3;0;2;0.145932141554177;0.275862068965517;0.406787275775279;16;20;1
dibstudent03--2016-09-25--15-42.log-16;0.0571428571428571;18;10;3.062;114.828;0.203;0;0;0;0.0;3;0;2;0;1;1;1;3;0;2;0.148047514543491;0.293103448275862;0.406787275775279;17;20;1
dibstudent03--2016-09-25--15-42.log-17;0.0571428571428571;17;10;3.078;118.359;0.469;0;0;0;0.0;3;0;2;0;1;1;1;3;0;2;0.152079689757433;0.310344827586207;0.406787275775279;18;20;1
dibstudent03--2016-09-25--15-42.log-18;0.0571428571428571;16;10;2.391;121.656;0.219;0;0;0;0.0;3;0;2;0;1;1;1;3;0;2;0.156178075886105;0.327586206896552;0.406787275775279;19;20;1
dibstudent03--2016-09-25--15-42.log-19;0.0571428571428571;15;10;1.422;124.078;0.031;0;0;0;0.0;3;0;2;0;1;1;1;3;0;2;0.161188929544319;0.344827586206897;0.406787275775279;20;20;1
dibstudent03--2016-09-25--15-42.log-20;0.0571428571428571;14;10;1.796;125.672;0.172;0;0;0;0.0;3;0;2;0;1;1;1;3;0;2;0.167101661467948;0.362068965517241;0.406787275775279;21;20;1
dibstudent03--2016-09-25--15-42.log-21;0.0571428571428571;13;10;2.828;127.656;0.188;0;0;0;0.0;3;0;2;0;1;1;1;3;0;2;0.17233815880178;0.379310344827586;0.406787275775279;22;20;1
dibstudent03--2016-09-25--15-42.log-22;0.0571428571428571;12;10;3.156;130.672;0.188;0;0;0;0.0;3;0;2;0;1;1;1;3;0;2;0.176013223950043;0.396551724137931;0.406787275775279;23;20;1
dibstudent03--2016-09-25--15-42.log-23;0.0428571428571429;11;2;3.5;133.859;0.031;0;0.0387596899224806;0;1.0;2;0;2;1;0;0;0;2;0;2;0.179293136808134;0.413793103448276;0.406787275775279;24;20;1
dibstudent03--2016-09-25--15-42.log-24;0.0428571428571429;10;2;3.86;137.437;0.078;0;0;0;0.0;2;0;2;0;1;1;1;2;0;2;0.181901525789998;0.431034482758621;0.406787275775279;25;20;1
dibstudent03--2016-09-25--15-42.log-25;0.0428571428571429;9;2;70.578;141.406;0.109;0;0;0;0.0;2;0;2;0;1;1;1;2;0;2;0.183867728384934;0.448275862068966;0.406787275775279;26;20;1
dibstudent03--2016-09-25--15-42.log-26;0.0428571428571429;8;7;13.594;212.015;0.031;0;0;0;0.0;2;0;1;1;0;1;0.6;2;0;1;0.127349479989623;0.46551724137931;0.293798054282534;27;12;1
dibstudent03--2016-09-25--15-42.log-27;0.0428571428571429;7;1;11.563;225.64;0.031;0;0;0;0.0;2;0;1;1;0;0.6;1;2;0;2;0.12409147314306;0.482758620689655;0.406787275775279;28;20;1
dibstudent03--2016-09-25--15-42.log-28;0.0428571428571429;6;1;1.781;237.234;0.031;0;0;0;0.0;2;0;2;0;1;1;1;2;0;2;0.122242174393215;0.5;0.406787275775279;29;20;1
dibstudent03--2016-09-25--15-42.log-29;0.0428571428571429;5;1;3.984;239.172;0.157;0;0;0;0.0;2;0;2;0;1;1;1;2;0;2;0.125432742963223;0.517241379310345;0.406787275775279;30;20;1
dibstudent03--2016-09-25--15-42.log-30;0.0428571428571429;4;1;4.109;243.203;0.047;0;0;0;0.0;2;0;2;0;1;1;1;2;0;2;0.127465532908722;0.53448275862069;0.406787275775279;31;20;1
dibstudent03--2016-09-25--15-42.log-31;0.0428571428571429;3;1;1.359;247.328;0.016;0;0;0;0.0;2;0;2;0;1;1;1;2;0;2;0.129382843834908;0.551724137931034;0.406787275775279;32;20;1
dibstudent03--2016-09-25--15-42.log-32;0.0428571428571429;2;1;2.922;248.703;0.016;0;0;0;0.0;2;0;2;0;1;1;1;2;0;2;0.13268838735359;0.568965517241379;0.406787275775279;33;20;1
dibstudent03--2016-09-25--15-42.log-34;0.0428571428571429;0;0;64;257.578;0.016;0;0;0;0.0;2;0;1;1;0;0.6;1;2;0;2;0.135881169975697;0.603448275862069;0.406787275775279;35;20;1
dibstudent03--2016-09-25--15-42.log-35;0.0428571428571429;5;5;121.855;321.609;0.031;0.114285714285714;0;1;0.0;2;0;2;4;0;1;0.8;2;4;2;0.11193716593752;0.620689655172414;0.360918517565144;36;16;1
dibstudent03--2016-09-25--15-42.log-36;0.0571428571428571;4;7;8.735;443.886;0.422;0.114285714285714;0.134228187919463;1;0.0;2;4;2;1;0;0;0;3;4;2;0.08335473522481;0.637931034482759;0.289653206327448;37;80;1
dibstudent03--2016-09-25--15-42.log-37;0.0571428571428571;3;7;20.531;452.918;0.297;0.114285714285714;0;0;0.0;3;4;2;0;1;1;1;3;4;2;0.083900396981352;0.655172413793103;0.289653206327448;38;80;1
dibstudent03--2016-09-25--15-42.log-38;0.0571428571428571;2;7;6.297;473.699;0.25;0.114285714285714;0;0;0.0;3;4;2;0;1;1;1;3;4;2;0.082330762783962;0.672413793103448;0.289653206327448;39;80;1
dibstudent03--2016-09-25--15-42.log-39;0.0571428571428571;1;7;113.672;480.261;0.265;0.114285714285714;0;0;0.0;3;4;2;0;1;1;1;3;4;2;0.0832880454586152;0.689655172413793;0.289653206327448;40;80;1
dibstudent03--2016-09-25--15-42.log-40;0.0571428571428571;0;7;17.734;593.996;0.063;0.114285714285714;0;0;0.0;3;4;2;0;1;1;1;3;4;2;0.0690240338318777;0.706896551724138;0.289653206327448;41;80;1
dibstudent03--2016-09-25--15-42.log-41;0.0571428571428571;0;5;15.813;612.714;0.984;0.185714285714286;0;1;0.0;3;4;2;5;0;1;1;3;9;2;0.0685474789216502;0.724137931034483;0.289653206327448;42;80;1
dibstudent03--2016-09-25--15-42.log-43;0.0571428571428571;4;0;2.015;634.074;0.235;0.128571428571429;0;0;0.0;3;5;2;0;1;1;1;3;5;2;0.0693925314710901;0.758620689655172;0.395432713785753;44;16;1
dibstudent03--2016-09-25--15-42.log-44;0.0571428571428571;3;0;2.343;636.293;0.204;0.128571428571429;0;0;0.0;3;5;2;0;1;1;1;3;5;2;0.0707221358713674;0.775862068965517;0.395432713785753;45;16;1
dibstudent03--2016-09-25--15-42.log-45;0.0571428571428571;2;0;6.062;638.668;0.032;0.128571428571429;0;0;0.0;3;5;2;0;1;1;1;3;5;2;0.0720249018269273;0.793103448275862;0.395432713785753;46;16;1
dibstudent03--2016-09-25--15-42.log-46;0.0571428571428571;1;0;15.141;644.855;0.125;0.128571428571429;0;0;0.0;3;5;2;0;1;1;1;3;5;2;0.0728846019647828;0.810344827586207;0.395432713785753;47;16;1
dibstudent03--2016-09-25--15-42.log-47;0.0571428571428571;0;0;36.797;660.011;0.015;0.128571428571429;0;0;0.0;3;5;2;0;1;1;1;3;5;2;0.0727260606262623;0.827586206896552;0.395432713785753;48;16;1
dibstudent03--2016-09-25--15-42.log-48;0.0571428571428571;0;0;14.36;696.933;0.125;0.128571428571429;0;0;0.0;3;4;2;2;0;0;0;3;5;2;0.0703080496977471;0.844827586206897;0.341994289107748;49;16;1
dibstudent03--2016-09-25--15-42.log-49;0.0571428571428571;8;5;10.438;711.511;0.218;0.185714285714286;0;1;0.0;3;5;2;4;0;0.2;1;3;9;2;0.070272982427538;0.862068965517241;0.289653206327448;50;80;1
dibstudent03--2016-09-25--15-56.log-10;0.0285714285714286;0;0;10.297;272.218;0.031;0;0;0;0.0;2;0;1;1;0;1;0.5;2;0;1;0.0404087900138859;0.203703703703704;0.000422070096369409;11;12;0
dibstudent03--2016-09-25--15-56.log-11;0.0285714285714286;0;9;21.469;282.531;0.016;0;0;0;0.0;2;0;0;2;0;0;0;2;0;1;0.0424732153285834;0.222222222222222;0.14056325858881;12;12;0
dibstudent03--2016-09-25--15-56.log-12;0.0285714285714286;8;9;6.078;304.109;0.109;0;0.018018018018018;0;0.0;2;0;0;2;0;0;0;2;0;1;0.0427478305475997;0.240740740740741;0.042203478143283;13;12;0
dibstudent03--2016-09-25--15-56.log-13;0.0285714285714286;7;6;4.766;310.218;0.031;0;0;0;0.0;2;0;1;1;0;0.5;1;2;0;2;0.0451295540555351;0.259259259259259;0.32402153467164;14;24;1
dibstudent03--2016-09-25--15-56.log-14;0.0285714285714286;6;6;2.516;315.093;0.109;0;0;0;0.0;2;0;2;0;1;1;1;2;0;2;0.0476049928116461;0.277777777777778;0.32402153467164;15;24;1
dibstudent03--2016-09-25--15-56.log-15;0.0285714285714286;5;6;1.843;317.75;0.141;0;0;0;0.0;2;0;2;0;1;1;1;2;0;2;0.0503540519276161;0.296296296296296;0.32402153467164;16;24;1
dibstudent03--2016-09-25--15-56.log-16;0.0285714285714286;4;6;2.438;319.64;0.047;0;0;0;0.0;2;0;2;0;1;1;1;2;0;2;0.0531848329370542;0.314814814814815;0.32402153467164;17;24;1
dibstudent03--2016-09-25--15-56.log-17;0.0285714285714286;3;6;1.937;322.203;0.125;0;0;0;0.0;2;0;2;0;1;1;1;2;0;2;0.0558654016256832;0.333333333333333;0.32402153467164;18;24;1
dibstudent03--2016-09-25--15-56.log-18;0.0285714285714286;2;6;53.562;324.172;0.032;0;0;0;0.0;2;0;2;0;1;1;1;2;0;2;0.0586108609010032;0.351851851851852;0.32402153467164;19;24;1
dibstudent03--2016-09-25--15-56.log-19;0.0285714285714286;1;6;96.906;377.781;0.047;0;0;0;0.0;2;0;2;0;1;1;1;2;0;2;0.0529407249173463;0.37037037037037;0.32402153467164;20;24;1
dibstudent03--2016-09-25--15-56.log-20;0.0285714285714286;0;2;38.953;474.734;0.047;0;0.0176991150442478;0;0.0;2;0;2;1;0;0.666666666666667;1;2;0;3;0.0442352980827158;0.388888888888889;0.395954621846061;21;36;1
dibstudent03--2016-09-25--15-56.log-21;0.0571428571428571;2;2;3.328;514.156;0.469;0;0.18705035971223;1;0.0;2;0;3;2;0;0;0;3;0;3;0.0427885700059904;0.407407407407407;0.411755242163313;22;156;1
dibstudent03--2016-09-25--15-56.log-22;0.0571428571428571;1;2;15.094;517.843;0.359;0;0;0;0.0;3;0;3;0;1;1;1;3;0;3;0.0444150060925802;0.425925925925926;0.411755242163313;23;156;1
dibstudent03--2016-09-25--15-56.log-23;0.0571428571428571;0;2;1.297;532.984;0.047;0;0;0;0.0;3;0;3;0;1;1;1;3;0;3;0.0450294943187788;0.444444444444444;0.411755242163313;24;156;1
dibstudent03--2016-09-25--15-56.log-25;0.0285714285714286;0;4;2.906;561.687;0.031;0;0;0;0.0;2;0;2;1;0;1;0.666666666666667;2;0;2;0.0462891254381889;0.481481481481481;0.32402153467164;26;24;0
dibstudent03--2016-09-25--15-56.log-26;0.0571428571428571;1;2;4.813;564.64;0.047;0;0;1;0.0;2;0;2;2;0;0;0;3;0;2;0.0478180787758572;0.5;0.393252156760782;27;120;1
dibstudent03--2016-09-25--15-56.log-27;0.0571428571428571;0;2;1.156;569.484;0.031;0;0;0;0.0;3;0;2;0;1;1;1;3;0;2;0.0491673163776331;0.518518518518518;0.393252156760782;28;120;1
dibstudent03--2016-09-25--15-56.log-28;0.0285714285714286;2;4;0.859;570.656;0.016;0;0;0;1.0;2;0;2;2;0;0;0;2;0;2;0.0508187068917176;0.537037037037037;0.32402153467164;29;24;0
dibstudent03--2016-09-25--15-56.log-29;0.0428571428571429;1;0;3.75;571.672;0.157;0;0.0794701986754967;1;0.0;2;0;2;1;0;0;0;3;0;2;0.052477644523433;0.555555555555556;0.412003032625233;30;72;1
dibstudent03--2016-09-25--15-56.log-30;0.0428571428571429;0;0;6.563;575.484;0.062;0;0;0;0.0;3;0;2;0;1;1;1;3;0;2;0.0538677009265245;0.574074074074074;0.412003032625233;31;72;1
dibstudent03--2016-09-25--15-56.log-31;0.0428571428571429;5;2;25.125;582.312;0.265;0.0428571428571429;0;1;0.0;3;0;2;3;0;1;1;3;3;2;0.0549533583371114;0.592592592592593;0.412003032625233;32;72;1
dibstudent03--2016-09-25--15-56.log-32;0.0428571428571429;4;2;12.266;607.468;0.031;0.0428571428571429;0;0;0.0;3;3;2;0;1;1;0.5;3;3;2;0.0543238491574865;0.611111111111111;0.312732452137707;33;36;1
dibstudent03--2016-09-25--15-56.log-33;0.0428571428571429;3;2;258.266;619.781;0.047;0.0428571428571429;0;0;0.0;3;3;2;0;1;1;1;3;3;2;0.0548580869694295;0.62962962962963;0.312732452137707;34;36;1
dibstudent03--2016-09-25--15-56.log-34;0.0571428571428571;2;3;8.657;878.343;0.296;0.0428571428571429;0.146892655367232;1;0.0;3;3;2;1;0;0;0;4;3;2;0.0398477587912695;0.648148148148148;0.36242800825915;35;156;1
dibstudent03--2016-09-25--15-56.log-36;0.0571428571428571;0;2;2.437;900.422;0.204;0.0428571428571429;0;1;0.0;3;3;2;1;0;0;0;4;3;2;0.0410918436022221;0.685185185185185;0.36242800825915;37;156;1
dibstudent03--2016-09-25--15-56.log-39;0.0428571428571429;7;6;14.547;1025.099;0.031;0.0571428571428571;0;1;0.0;3;0;2;4;0;1;0.813559322033898;3;4;2;0.0390206214229065;0.740740740740741;0.26156179329727;40;48;1
dibstudent03--2016-09-25--15-56.log-40;0.0428571428571429;6;1;2.235;1039.677;0.031;0.0571428571428571;0;0;0.0;3;4;1;1;0;1;1;3;4;1;0.0394353246248595;0.759259259259259;0.26156179329727;41;48;1
dibstudent03--2016-09-25--15-56.log-41;0.0428571428571429;5;1;4.672;1041.927;0.015;0.0571428571428571;0;0;0.0;3;4;1;0;1;1;1;3;4;1;0.0403099257433582;0.777777777777778;0.26156179329727;42;48;1
dibstudent03--2016-09-25--15-56.log-42;0.0428571428571429;4;1;1.031;1046.646;0.047;0.0571428571428571;0;0;0.0;3;4;1;0;1;1;1;3;4;1;0.041083613752883;0.796296296296296;0.26156179329727;43;48;1
dibstudent03--2016-09-25--15-56.log-43;0.0428571428571429;3;1;1.296;1047.756;0.079;0.0571428571428571;0;0;0.0;3;4;1;0;1;1;1;3;4;1;0.0419945101722157;0.814814814814815;0.26156179329727;44;48;1
dibstudent03--2016-09-25--15-56.log-44;0.0428571428571429;2;1;3.078;1049.099;0.047;0.0571428571428571;0;0;0.0;3;4;1;0;1;1;1;3;4;1;0.0428939499513392;0.833333333333333;0.26156179329727;45;48;1
dibstudent03--2016-09-25--15-56.log-45;0.0428571428571429;1;1;1.172;1052.224;0.047;0.0571428571428571;0;0;0.0;3;4;1;0;1;1;1;3;4;1;0.0437169271942096;0.851851851851852;0.26156179329727;46;48;1
dibstudent03--2016-09-25--15-56.log-47;0.0571428571428571;4;1;4.625;1059.24;0.016;0;0.00172265288544358;0;0.0;1;0;1;8;0;0;0;2;0;1;0.045315509233035;0.888888888888889;0.001532428523631;48;2;0
dibstudent03--2016-09-25--15-56.log-48;0.0571428571428571;3;1;2.281;1063.896;0.031;0;0;0;0.0;2;0;1;0;1;1;1;2;0;1;0.0460571334040169;0.907407407407407;0.001532428523631;49;2;0
dibstudent03--2016-09-25--15-56.log-50;0.0428571428571429;1;1;1.344;1067.537;0.078;0;0;0;1.0;1;0;1;1;0;1;0.5;1;0;1;0.0477735197936933;0.944444444444444;0;51;1;0
dibstudent03--2016-09-25--15-56.log-51;0.0571428571428571;0;0;83.235;1068.896;0.015;0;0;1;0.0;1;0;1;1;0;0.5;1;2;0;1;0.0486483250007484;0.962962962962963;0.001532428523631;52;2;0
dibstudent03--2016-09-25--15-56.log-52;0.0428571428571429;1;0;35.75;1152.162;0.031;0.0428571428571429;0;0;0.0;1;0;1;9;0;0;0;3;3;2;0.0460004756275593;0.981481481481482;0.312732452137707;53;36;1
dibstudent03--2016-09-25--15-56.log-53;0.0428571428571429;0;0;0;1187.959;0.047;0.0428571428571429;0;0;0.0;3;3;2;0;1;1;1;3;3;2;0.0454561142261644;1;0.312732452137707;54;36;1
dibstudent03--2016-09-25--15-56.log-7;0.0285714285714286;0;9;9.765;241.125;0;0;0;0;0.0;2;0;0;2;0;0;0;2;0;1;0.033177812337999;0.148148148148148;0.14056325858881;8;12;0
dibstudent03--2016-09-25--15-56.log-8;0.0285714285714286;2;1;17.172;251.031;0.141;0;0.0186915887850467;0;0.0;2;0;0;2;0;0;0;2;0;1;0.0358521457509232;0.166666666666667;0.0298737856438758;9;12;0
dibstudent03--2016-09-25--16-20.log-0;0.0285714285714286;5;22;2.546;0.094;0.094;0;0.00343347639484979;0;0.0;0;0;0;0;0;0.5;1;2;0;1;1;0.0208333333333333;0.219110435981261;1;4;1
dibstudent03--2016-09-25--16-20.log-1;0.0285714285714286;4;22;2.015;2.672;0.032;0;0;0;0.0;2;0;1;0;0;1;1;2;0;1;0.748502994011976;0.0416666666666667;0.219110435981261;2;4;1
dibstudent03--2016-09-25--16-20.log-10;0.0428571428571429;12;13;3.766;54.578;0.422;0;0;1;0.0;2;0;1;1;0;0;0;3;0;1;0.20154641064165;0.229166666666667;0.20837116698156;11;20;1
dibstudent03--2016-09-25--16-20.log-11;0.0428571428571429;11;13;5.062;58.469;0.125;0;0;0;0.0;3;0;1;0;1;1;1;3;0;1;0.205236963177068;0.25;0.20837116698156;12;20;1
dibstudent03--2016-09-25--16-20.log-12;0.0428571428571429;10;13;4.484;63.531;0;0;0;0;0.0;3;0;1;0;1;1;1;3;0;1;0.204624514016779;0.270833333333333;0.20837116698156;13;20;1
dibstudent03--2016-09-25--16-20.log-13;0.0428571428571429;9;13;1.391;68.14;0.125;0;0;0;0.0;3;0;1;0;1;1;1;3;0;1;0.205459348400352;0.291666666666667;0.20837116698156;14;20;1
dibstudent03--2016-09-25--16-20.log-14;0.0428571428571429;8;13;2.093;69.719;0.188;0;0;0;0.0;3;0;1;0;1;1;1;3;0;1;0.215149385389922;0.3125;0.20837116698156;15;20;1
dibstudent03--2016-09-25--16-20.log-15;0.0428571428571429;7;13;2.89;72.047;0.235;0;0;0;0.0;3;0;1;0;1;1;1;3;0;1;0.222077255125127;0.333333333333333;0.20837116698156;16;20;1
dibstudent03--2016-09-25--16-20.log-16;0.0428571428571429;6;13;36.094;74.953;0.016;0;0;0;0.0;3;0;1;0;1;1;1;3;0;1;0.226808800181447;0.354166666666667;0.20837116698156;17;20;1
dibstudent03--2016-09-25--16-20.log-17;0.0428571428571429;5;13;32.766;111.265;0.218;0;0;0;0.0;3;0;1;0;1;1;1;3;0;1;0.161775940322653;0.375;0.20837116698156;18;20;1
dibstudent03--2016-09-25--16-20.log-18;0.0428571428571429;4;13;13.782;144.265;0.234;0;0;0;0.0;3;0;1;0;1;1;1;3;0;1;0.13170207604062;0.395833333333333;0.20837116698156;19;20;1
dibstudent03--2016-09-25--16-20.log-19;0.0428571428571429;3;13;10.422;158.25;0.203;0;0;0;0.0;3;0;1;0;1;1;1;3;0;1;0.126382306477093;0.416666666666667;0.20837116698156;20;20;1
dibstudent03--2016-09-25--16-20.log-2;0.0285714285714286;3;22;15.344;4.703;0.016;0;0;0;0.0;2;0;1;0;1;1;1;2;0;1;0.637890708058686;0.0625;0.219110435981261;3;4;1
dibstudent03--2016-09-25--16-20.log-21;0.0285714285714286;1;8;1.328;170.5;0.016;0;0;0;0.0;2;0;1;0;1;1;1;2;0;1;0.129032258064516;0.458333333333333;0.219110435981261;22;4;1
dibstudent03--2016-09-25--16-20.log-22;0.0285714285714286;0;8;18.078;171.828;0;0;0;0;0.0;2;0;1;0;1;1;1;2;0;1;0.133854785017576;0.479166666666667;0.219110435981261;23;4;1
dibstudent03--2016-09-25--16-20.log-25;0.0857142857142857;1;0;1.266;196.64;0.203;0;0.109170305676856;1;0.0;3;0;1;1;0;0;0;4;0;1;0.132221318144833;0.541666666666667;0.36136631049578;26;150;1
dibstudent03--2016-09-25--16-20.log-26;0.0857142857142857;0;0;2.078;198.531;0.625;0;0;0;0.0;4;0;1;0;1;1;1;4;0;1;0.135998912008704;0.5625;0.36136631049578;27;150;1
dibstudent03--2016-09-25--16-20.log-27;0.0428571428571429;16;10;6.656;200.922;0.313;0;0;0;1.0;3;0;1;3;0;0;0;3;0;1;0.139357561640836;0.583333333333333;0.20837116698156;28;20;1
